,crit_vs_sec_last_insp,prior_2p_crit_insps
50043592,1,1
50043594,1,0
50043596,2,2
50043598,0,0
50043616,1,0
50043617,0,0
50043624,1,0
50043627,0,0
50043628,0,0
50043640,3,3
50043647,4,3
50043658,1,1
50043664,2,2
50043665,0,1
50043671,2,1
50043676,2,1
50043677,2,1
50043682,0,0
50043683,0,0
50043684,1,0
50043685,0,0
50043688,0,1
50043691,0,0
50043693,0,0
50043694,0,0
50043696,1,1
50043698,2,1
50043699,2,2
50043705,1,0
50043707,2,3
50043710,1,0
50043712,1,0
50043714,1,1
50043715,1,1
50043717,3,2
50043719,4,1
50043721,6,2
50043722,0,0
50043723,0,0
50043729,0,0
50043730,3,3
50043733,3,1
50043734,0,3
50043735,0,0
50043736,0,0
50043739,1,0
50043740,1,1
50043741,0,0
50043744,2,1
50043746,2,2
50043752,3,4
50043754,1,1
50043755,5,1
50043757,2,1
50043772,3,2
50043774,1,1
50043775,1,1
50043777,2,2
50043778,4,2
50043779,5,1
50043782,0,0
50043785,1,0
50043786,1,1
50043790,2,1
50043792,1,0
50043794,1,0
50043795,0,0
50043798,1,0
50043802,2,2
50043803,0,0
50043804,2,2
50043806,0,0
50043808,4,1
50043812,0,1
50043813,2,1
50043815,1,1
50043817,0,0
50043818,1,1
50043819,7,3
50043821,0,0
50043823,1,1
50043829,0,0
50043831,0,0
50043834,2,1
50043840,1,0
50043848,3,1
50043851,2,1
50043852,1,0
50043857,2,2
50043859,0,0
50043860,3,1
50043861,0,0
50043862,0,0
50043863,1,1
50043865,1,1
50043868,4,3
50043873,1,3
50043878,1,0
50043879,0,1
50043882,2,2
50043885,1,0
50043888,0,0
50043895,0,0
50043897,1,1
50043898,4,3
50043899,1,1
50043907,1,0
50043911,2,1
50043912,3,1
50043915,1,0
50043916,0,0
50043917,1,0
50043918,1,0
50043919,3,1
50043922,4,2
50043927,0,0
50043932,0,0
50043940,0,0
50043941,2,2
50043944,0,1
50043945,0,0
50043946,5,1
50043947,2,1
50043950,3,1
50043951,3,2
50043954,3,1
50043956,1,1
50043957,0,0
50043959,3,1
50043962,0,0
50043963,1,0
50043965,0,0
50043967,1,1
50043970,3,3
50043971,0,0
50043973,0,0
50043976,1,1
50043977,2,2
50043978,0,0
50043979,1,0
50043980,3,3
50043982,0,0
50043985,0,0
50043987,0,0
50043992,0,0
50043998,3,1
50043999,0,1
50044001,2,2
50044002,0,1
50044003,0,0
50044004,0,0
50044005,1,0
50044006,0,0
50044007,1,0
50044008,0,0
50044012,2,2
50044013,1,0
50044015,1,0
50044017,0,0
50044018,2,2
50044020,3,1
50044021,2,2
50044024,1,2
50044029,1,0
50044033,1,4
50044034,1,1
50044041,0,0
50044048,2,3
50044049,3,1
50044051,1,0
50044054,5,1
50044055,3,3
50044058,1,0
50044059,4,3
50044061,1,0
50044062,3,1
50044065,0,0
50044066,2,2
50044072,0,0
50044086,3,1
50044089,1,0
50044100,2,2
50044101,2,1
50044103,6,2
50044104,1,1
50044107,7,4
50044108,4,2
50044118,1,1
50044120,3,1
50044125,1,1
50044127,1,0
50044130,1,2
50044131,2,2
50044135,1,0
50044136,3,2
50044140,0,0
50044142,1,2
50044144,4,1
50044147,1,0
50044148,0,0
50044149,0,0
50044150,0,0
50044152,0,0
50044153,0,0
50044155,2,2
50044157,0,0
50044163,0,2
50044165,1,0
50044169,0,0
50044170,0,0
50044171,1,1
50044176,3,4
50044177,0,0
50044179,1,0
50044180,1,0
50044182,0,0
50044184,0,0
50044186,5,3
50044189,1,0
50044190,0,0
50044191,0,0
50044192,1,0
50044197,1,0
50044201,3,2
50044203,1,0
50044206,4,2
50044207,2,2
50044208,0,0
50044210,0,0
50044219,0,0
50044220,2,1
50044225,2,2
50044232,1,1
50044233,0,0
50044234,0,0
50044242,1,0
50044246,3,3
50044247,3,2
50044248,3,1
50044250,1,1
50044252,3,3
50044253,0,0
50044257,0,0
50044258,1,0
50044260,0,0
50044262,1,2
50044265,4,1
50044268,1,1
50044270,1,1
50044271,0,0
50044272,1,0
50044274,1,1
50044276,4,4
50044287,1,0
50044289,4,2
50044301,0,0
50044306,1,1
50044307,0,0
50044310,1,0
50044311,0,0
50044312,0,1
50044328,0,0
50044329,2,3
50044330,2,3
50044334,1,0
50044336,0,0
50044340,1,0
50044342,1,0
50044343,2,1
50044344,0,0
50044345,0,0
50044346,2,2
50044350,1,1
50044351,3,4
50044355,0,0
50044359,1,0
50044365,0,0
50044366,0,2
50044368,1,1
50044382,2,2
50044385,0,0
50044387,1,1
50044392,0,0
50044393,3,2
50044395,1,0
50044396,1,1
50044397,1,0
50044398,1,3
50044401,0,0
50044402,0,0
50044403,1,1
50044405,2,4
50044413,0,0
50044417,4,2
50044418,2,1
50044420,1,0
50044421,1,0
50044423,3,2
50044427,2,1
50044430,1,0
50044433,0,0
50044438,0,0
50044443,3,2
50044445,2,2
50044447,2,1
50044448,3,2
50044450,1,0
50044460,3,3
50044461,1,3
50044464,0,0
50044465,0,1
50044469,1,2
50044470,1,0
50044475,0,0
50044479,1,0
50044480,0,0
50044483,0,0
50044484,2,2
50044486,0,0
50044489,0,0
50044499,2,2
50044506,0,0
50044507,4,1
50044508,0,0
50044510,0,0
50044513,0,0
50044514,1,2
50044515,4,1
50044516,2,1
50044517,2,1
50044518,0,0
50044520,0,0
50044522,0,0
50044523,4,2
50044525,1,1
50044527,1,0
50044528,0,0
50044531,2,1
50044533,0,0
50044535,1,2
50044537,0,0
50044538,3,3
50044540,1,0
50044541,0,0
50044542,0,0
50044543,3,2
50044548,0,0
50044549,1,0
50044550,0,2
50044553,0,0
50044556,2,1
50044559,1,0
50044562,5,3
50044563,4,2
50044565,1,3
50044566,0,0
50044568,1,1
50044570,2,2
50044571,1,0
50044574,0,0
50044575,1,1
50044576,0,0
50044577,0,0
50044578,0,0
50044580,1,0
50044582,1,0
50044585,0,0
50044587,0,0
50044588,0,0
50044589,0,0
50044590,0,0
50044591,1,0
50044592,0,0
50044593,0,0
50044594,1,0
50044595,0,0
50044597,2,3
50044598,0,0
50044599,0,0
50044600,0,0
50044601,0,0
50044602,0,0
50044603,0,0
50044605,0,0
50044606,0,0
50044610,0,0
50044611,0,0
50044612,0,0
50044616,0,0
50044617,0,0
50044619,1,0
50044620,0,0
50044621,0,0
50044622,1,0
50044623,0,0
50044624,0,0
50044626,0,0
50044627,0,0
50044629,1,1
50044630,1,0
50044631,0,0
50044643,0,0
50044646,0,0
50044648,0,0
50044650,0,0
50044651,1,0
50044652,0,0
50044658,2,2
50044665,2,4
50044676,1,0
50044677,0,1
50044687,2,1
50044691,0,2
50044693,1,0
50044694,1,1
50044695,4,1
50044698,1,3
50044700,0,1
50044701,0,0
50044704,2,1
50044707,2,3
50044708,0,0
50044709,4,6
50044710,1,0
50044714,0,0
50044716,1,1
50044717,0,0
50044718,0,0
50044719,0,1
50044720,0,0
50044724,2,4
50044726,1,0
50044727,0,0
50044732,4,3
50044733,1,0
50044736,3,1
50044737,0,0
50044741,1,0
50044744,2,2
50044748,0,0
50044749,1,1
50044753,3,1
50044761,0,0
50044763,2,1
50044766,0,0
50044767,2,4
50044774,0,0
50044777,0,0
50044778,1,0
50044780,0,0
50044781,0,0
50044782,0,0
50044784,0,0
50044785,0,0
50044786,1,0
50044787,2,1
50044789,0,0
50044791,0,0
50044795,0,0
50044797,0,0
50044798,4,2
50044799,1,1
50044804,3,4
50044807,3,2
50044810,1,0
50044817,0,0
50044818,2,3
50044822,1,0
50044824,0,0
50044826,1,1
50044827,2,3
50044828,1,1
50044830,0,0
50044832,5,4
50044837,1,0
50044839,0,0
50044840,2,2
50044841,0,0
50044842,2,1
50044848,1,1
50044852,0,0
50044853,0,0
50044855,0,0
50044856,3,2
50044857,0,0
50044860,0,0
50044861,1,2
50044862,1,0
50044864,3,1
50044866,1,1
50044869,0,0
50044875,1,1
50044876,0,0
50044877,1,1
50044879,0,0
50044881,1,0
50044882,2,2
50044885,0,0
50044887,2,2
50044891,0,0
50044894,2,1
50044895,0,0
50044896,2,1
50044901,1,1
50044902,2,1
50044905,0,0
50044906,2,2
50044907,1,1
50044915,1,0
50044917,5,3
50044918,2,2
50044920,1,0
50044925,0,0
50044926,0,1
50044927,2,1
50044928,1,0
50044929,0,0
50044930,1,0
50044931,3,1
50044932,2,2
50044933,1,1
50044937,0,0
50044940,0,0
50044942,2,6
50044944,1,0
50044945,0,0
50044946,1,1
50044948,0,0
50044949,1,1
50044951,3,3
50044955,2,2
50044956,1,0
50044957,0,0
50044962,4,1
50044965,0,0
50044966,0,0
50044967,0,0
50044972,0,0
50044974,0,0
50044975,0,0
50044976,0,0
50044977,2,3
50044978,0,0
50044982,2,1
50044988,0,0
50044989,0,1
50044992,0,0
50044993,0,0
50044995,1,0
50045003,3,3
50045013,0,0
50045016,3,3
50045017,2,3
50045022,1,0
50045023,1,1
50045025,1,1
50045026,2,2
50045030,1,1
50045031,0,0
50045034,0,0
50045038,1,0
50045048,1,1
50045050,2,1
50045051,0,0
50045052,0,0
50045054,0,0
50045055,0,0
50045058,0,0
50045059,0,0
50045061,2,2
50045063,0,0
50045064,0,0
50045065,0,0
50045069,0,0
50045070,1,0
50045071,0,0
50045072,1,0
50045074,2,2
50045088,1,0
50045092,0,0
50045101,0,0
50045106,3,1
50045107,0,0
50045108,3,1
50045109,0,0
50045110,0,0
50045111,0,0
50045112,0,0
50045113,0,0
50045115,1,1
50045117,0,0
50045118,0,0
50045121,1,0
50045124,1,0
50045126,1,1
50045129,2,1
50045133,1,0
50045136,3,2
50045140,4,5
50045141,4,1
50045144,0,0
50045146,0,0
50045149,4,1
50045151,1,1
50045154,1,1
50045155,4,2
50045159,0,0
50045160,1,0
50045161,0,0
50045170,0,0
50045172,2,2
50045175,0,0
50045177,0,0
50045180,0,0
50045182,0,0
50045184,2,4
50045187,1,0
50045188,3,1
50045189,1,1
50045192,1,0
50045193,4,3
50045194,5,1
50045196,2,2
50045201,1,0
50045207,2,1
50045208,1,1
50045209,2,2
50045218,2,2
50045219,4,1
50045221,0,0
50045226,3,2
50045232,0,0
50045233,2,2
50045234,2,3
50045238,0,0
50045239,2,1
50045240,2,5
50045243,0,0
50045246,2,2
50045247,2,1
50045252,4,3
50045253,0,1
50045254,6,1
50045255,2,4
50045256,1,0
50045260,2,2
50045268,0,0
50045270,1,0
50045272,2,1
50045276,0,0
50045289,1,0
50045290,0,0
50045291,2,1
50045292,0,0
50045295,0,0
50045296,3,3
50045298,1,0
50045301,3,1
50045303,2,1
50045305,3,2
50045318,3,1
50045322,0,0
50045323,2,2
50045324,1,0
50045328,1,0
50045329,0,0
50045331,0,0
50045332,1,0
50045335,0,0
50045337,2,1
50045338,0,0
50045339,1,1
50045343,3,1
50045347,0,0
50045348,0,0
50045349,1,0
50045350,0,0
50045353,0,0
50045354,0,1
50045356,0,0
50045357,0,0
50045360,0,0
50045361,2,1
50045362,0,1
50045365,0,1
50045367,0,0
50045369,2,2
50045370,4,5
50045371,0,0
50045372,0,0
50045375,3,2
50045376,0,0
50045379,2,3
50045380,0,0
50045381,0,0
50045384,1,0
50045391,1,1
50045392,0,0
50045397,4,3
50045398,0,0
50045402,0,0
50045404,2,2
50045406,0,0
50045407,1,1
50045409,3,2
50045410,0,0
50045411,2,2
50045415,3,1
50045422,3,3
50045425,0,0
50045426,2,4
50045428,1,1
50045431,0,0
50045436,0,0
50045438,2,2
50045442,0,0
50045445,0,2
50045449,0,0
50045450,0,0
50045451,3,1
50045453,1,0
50045454,1,0
50045456,2,2
50045458,2,2
50045461,0,0
50045462,1,0
50045463,2,2
50045467,0,0
50045468,1,1
50045471,0,0
50045473,2,2
50045479,2,2
50045486,3,1
50045488,0,0
50045492,0,0
50045493,1,0
50045498,1,0
50045504,3,3
50045509,2,1
50045516,0,0
50045520,0,0
50045530,2,3
50045531,0,0
50045533,0,0
50045535,1,1
50045536,0,0
50045538,1,0
50045542,2,2
50045560,1,1
50045564,0,0
50045565,2,3
50045566,2,1
50045568,2,2
50045571,1,0
50045572,1,0
50045574,4,1
50045575,0,0
50045576,3,1
50045577,0,0
50045582,0,0
50045583,1,0
50045585,0,0
50045588,2,1
50045591,3,1
50045592,0,0
50045593,0,0
50045594,3,1
50045595,0,0
50045596,0,0
50045598,2,2
50045599,0,0
50045600,1,0
50045602,5,5
50045617,0,0
50045619,1,2
50045622,1,1
50045623,1,0
50045624,0,0
50045626,2,1
50045627,2,2
50045629,1,0
50045630,2,3
50045631,0,0
50045634,1,1
50045635,3,1
50045639,0,0
50045642,2,2
50045643,5,2
50045647,3,2
50045649,2,1
50045654,0,0
50045658,3,2
50045659,0,0
50045660,2,2
50045661,2,2
50045670,2,1
50045675,0,0
50045677,3,3
50045678,2,1
50045679,2,3
50045680,1,0
50045681,0,0
50045684,0,0
50045692,1,0
50045694,2,2
50045698,2,2
50045700,0,0
50045701,1,1
50045709,2,2
50045716,0,0
50045720,0,0
50045727,0,0
50045729,3,1
50045730,0,0
50045733,0,0
50045737,2,2
50045738,1,3
50045739,3,3
50045741,0,0
50045746,0,0
50045751,0,0
50045752,0,3
50045754,0,0
50045763,0,0
50045764,3,2
50045765,1,0
50045768,0,0
50045771,0,0
50045772,2,2
50045773,2,1
50045777,2,1
50045779,0,0
50045780,0,0
50045782,3,2
50045785,2,1
50045787,0,0
50045788,2,4
50045793,0,0
50045795,3,2
50045798,1,1
50045802,0,0
50045803,4,1
50045805,0,0
50045807,2,1
50045808,1,1
50045810,0,0
50045811,0,0
50045812,3,1
50045813,1,0
50045818,1,1
50045820,0,0
50045821,0,0
50045823,4,2
50045828,0,0
50045829,2,1
50045835,0,0
50045841,2,2
50045842,1,1
50045843,0,0
50045844,1,0
50045845,3,1
50045848,0,0
50045850,0,0
50045851,3,1
50045852,0,0
50045856,0,0
50045869,0,0
50045872,1,1
50045873,0,0
50045881,2,1
50045884,0,0
50045887,0,0
50045888,3,2
50045890,0,1
50045891,0,0
50045892,3,3
50045895,3,1
50045897,2,1
50045913,0,0
50045921,1,2
50045927,0,0
50045928,6,1
50045944,3,1
50045945,0,0
50045946,3,2
50045947,1,1
50045949,0,1
50045952,0,0
50045953,0,1
50045954,2,1
50045955,3,1
50045958,0,0
50045959,0,0
50045961,1,0
50045962,0,0
50045965,0,0
50045966,0,0
50045971,0,0
50045972,1,1
50045975,0,0
50045979,0,0
50045987,0,0
50045991,5,1
50046003,0,0
50046004,2,2
50046005,0,0
50046008,0,0
50046009,3,2
50046010,0,0
50046011,0,0
50046016,2,1
50046021,0,0
50046023,1,1
50046025,0,0
50046026,0,0
50046027,0,0
50046034,3,3
50046035,0,0
50046036,1,0
50046037,0,0
50046038,0,0
50046039,0,0
50046042,0,0
50046044,0,0
50046048,2,1
50046049,0,0
50046050,0,0
50046051,1,0
50046060,3,1
50046061,0,0
50046062,3,1
50046079,0,0
50046081,0,0
50046082,3,2
50046084,0,0
50046085,3,2
50046086,0,0
50046087,2,1
50046091,1,0
50046094,0,0
50046096,4,3
50046099,3,3
50046100,1,0
50046106,1,1
50046108,3,2
50046110,0,0
50046114,2,1
50046117,0,2
50046118,2,2
50046126,2,2
50046131,0,1
50046134,2,3
50046135,0,0
50046138,0,0
50046140,0,0
50046141,2,2
50046157,3,2
50046158,1,2
50046164,2,1
50046165,2,3
50046167,2,1
50046170,2,2
50046173,1,1
50046175,3,1
50046176,1,1
50046180,0,0
50046182,0,0
50046183,0,0
50046194,0,0
50046198,1,0
50046199,1,2
50046201,1,0
50046205,1,0
50046207,0,0
50046208,2,3
50046210,0,0
50046211,0,0
50046212,1,1
50046213,0,0
50046214,0,0
50046215,0,0
50046218,2,1
50046219,0,0
50046224,4,3
50046226,0,1
50046227,1,1
50046229,0,0
50046231,0,0
50046232,3,3
50046234,0,0
50046236,0,0
50046238,4,1
50046242,0,0
50046244,0,1
50046247,3,1
50046251,1,2
50046253,0,0
50046254,0,0
50046255,3,3
50046259,0,0
50046264,0,0
50046268,2,2
50046269,1,1
50046273,3,2
50046274,0,0
50046277,1,0
50046278,1,1
50046279,1,1
50046281,2,2
50046282,0,0
50046283,3,3
50046285,0,0
50046288,0,0
50046291,3,3
50046301,0,0
50046302,0,0
50046314,3,1
50046316,0,0
50046319,2,3
50046323,2,2
50046325,1,1
50046334,1,1
50046346,0,0
50046349,0,0
50046350,4,1
50046352,0,0
50046354,0,0
50046355,4,1
50046357,0,0
50046364,0,0
50046365,0,3
50046368,3,2
50046369,0,0
50046370,0,0
50046375,4,2
50046379,0,0
50046380,2,1
50046381,0,0
50046383,3,1
50046384,2,1
50046387,0,3
50046390,3,3
50046395,1,1
50046398,0,0
50046405,2,2
50046406,0,0
50046420,1,1
50046424,3,1
50046425,0,0
50046427,0,0
50046429,2,2
50046449,0,0
50046451,3,1
50046452,0,0
50046453,0,0
50046456,2,1
50046457,0,0
50046460,1,0
50046461,2,1
50046462,1,1
50046464,0,0
50046468,2,2
50046470,2,1
50046471,2,3
50046472,0,0
50046474,1,0
50046478,0,0
50046479,0,1
50046480,0,0
50046487,0,0
50046488,0,0
50046491,1,0
50046492,0,3
50046494,1,1
50046498,3,1
50046499,0,0
50046501,0,0
50046503,0,0
50046505,0,0
50046506,0,0
50046509,0,0
50046510,1,0
50046513,3,3
50046516,1,1
50046519,3,3
50046530,2,2
50046534,1,1
50046536,2,3
50046549,0,0
50046556,2,1
50046558,0,0
50046559,2,2
50046565,2,2
50046567,3,2
50046569,0,0
50046570,2,1
50046577,1,0
50046578,0,2
50046579,0,0
50046581,3,1
50046588,5,2
50046592,0,0
50046593,4,2
50046597,0,0
50046599,0,0
50046601,2,2
50046608,3,3
50046612,0,0
50046616,0,0
50046619,0,0
50046621,0,0
50046623,0,0
50046624,0,0
50046626,0,0
50046627,2,2
50046632,3,1
50046633,0,0
50046634,3,3
50046638,0,0
50046647,0,0
50046648,1,1
50046649,1,2
50046651,0,0
50046653,0,0
50046654,0,0
50046656,1,0
50046657,4,3
50046659,0,0
50046663,0,0
50046665,3,1
50046667,1,0
50046668,0,0
50046671,0,0
50046674,3,1
50046685,4,2
50046689,0,0
50046701,0,0
50046713,0,0
50046715,4,1
50046718,0,0
50046719,0,0
50046722,2,1
50046725,2,1
50046726,2,2
50046735,0,0
50046737,0,0
50046741,0,1
50046743,0,0
50046744,0,0
50046745,4,2
50046746,0,0
50046747,0,0
50046748,3,3
50046751,2,1
50046752,3,2
50046753,0,0
50046756,0,0
50046759,0,1
50046760,0,0
50046762,0,0
50046765,0,0
50046770,0,0
50046774,0,0
50046775,3,2
50046777,2,1
50046778,0,0
50046780,0,0
50046781,0,0
50046782,2,1
50046783,2,1
50046784,0,0
50046787,2,1
50046788,1,1
50046793,0,0
50046794,3,1
50046795,0,0
50046803,4,1
50046806,2,2
50046813,1,0
50046815,2,1
50046817,0,0
50046819,0,0
50046825,0,0
50046828,0,0
50046836,0,0
50046837,0,0
50046838,3,1
50046844,0,0
50046845,4,3
50046846,1,1
50046847,0,0
50046848,0,0
50046853,0,0
50046856,1,1
50046859,0,0
50046861,2,1
50046862,0,0
50046863,1,0
50046865,0,0
50046866,3,1
50046867,0,2
50046870,3,1
50046872,3,1
50046874,0,0
50046879,0,0
50046884,0,0
50046885,3,1
50046887,0,0
50046888,4,1
50046890,0,0
50046891,0,0
50046893,1,1
50046895,2,3
50046896,0,0
50046901,1,2
50046906,0,1
50046910,0,0
50046914,4,2
50046927,2,1
50046929,2,3
50046937,1,1
50046939,0,0
50046941,0,0
50046942,0,0
50046954,0,0
50046968,2,1
50046970,2,2
50046981,0,0
50046983,0,0
50046986,0,0
50046987,4,1
50046988,0,0
50046992,0,0
50046995,1,1
50046997,4,3
50046999,0,0
50047001,0,0
50047002,1,1
50047003,0,0
50047006,1,0
50047009,3,2
50047011,0,0
50047012,0,0
50047015,3,1
50047023,5,3
50047025,3,1
50047029,1,1
50047030,0,0
50047031,4,3
50047033,1,1
50047042,1,0
50047045,1,0
50047047,0,0
50047049,0,0
50047051,0,0
50047067,0,0
50047068,0,0
50047071,5,2
50047078,1,1
50047085,0,0
50047096,0,0
50047102,1,1
50047105,2,1
50047106,0,0
50047107,0,0
50047108,0,0
50047109,0,1
50047119,2,1
50047124,2,1
50047125,3,1
50047129,0,0
50047135,1,2
50047139,0,0
50047140,0,0
50047145,3,2
50047147,0,0
50047151,0,0
50047152,1,1
50047156,1,0
50047157,2,1
50047161,2,3
50047168,2,1
50047172,2,1
50047177,2,1
50047191,1,0
50047192,4,2
50047195,1,2
50047196,2,1
50047203,5,1
50047204,0,1
50047207,2,2
50047212,0,0
50047216,0,0
50047217,0,0
50047226,2,1
50047227,5,3
50047230,2,2
50047231,1,1
50047245,0,0
50047255,1,0
50047261,3,1
50047265,0,0
50047275,0,0
50047276,0,0
50047278,0,0
50047279,3,1
50047281,0,0
50047316,0,0
50047320,2,2
50047323,0,0
50047324,0,0
50047325,0,0
50047326,2,2
50047328,1,1
50047330,1,2
50047334,2,1
50047337,2,3
50047339,1,0
50047343,0,0
50047345,0,0
50047346,0,0
50047347,0,0
50047353,3,2
50047355,0,0
50047361,0,1
50047362,4,3
50047371,2,2
50047379,2,1
50047392,0,0
50047404,0,0
50047406,0,0
50047407,0,0
50047412,2,1
50047414,1,0
50047416,2,1
50047418,2,2
50047422,0,0
50047425,0,0
50047427,3,1
50047431,0,0
50047433,1,1
50047434,4,1
50047440,0,0
50047446,0,0
50047458,3,2
50047464,0,0
50047466,0,0
50047472,0,0
50047475,1,1
50047483,0,0
50047486,0,0
50047488,2,1
50047490,0,0
50047491,0,0
50047496,0,0
50047497,3,3
50047498,0,1
50047502,0,0
50047509,0,2
50047518,0,0
50047519,0,0
50047527,0,0
50047529,0,0
50047532,0,0
50047545,0,0
50047546,3,3
50047547,0,0
50047553,0,0
50047555,0,0
50047560,0,0
50047565,1,1
50047571,1,0
50047574,0,0
50047578,0,0
50047580,0,0
50047581,0,0
50047583,0,0
50047585,1,1
50047590,0,0
50047594,1,1
50047599,2,3
50047607,1,1
50047612,0,0
50047614,3,3
50047616,0,0
50047617,0,0
50047621,3,2
50047624,0,0
50047625,0,0
50047631,3,2
50047632,0,0
50047633,0,0
50047635,3,1
50047636,0,0
50047637,2,1
50047638,0,0
50047645,2,1
50047647,1,1
50047650,1,1
50047656,1,2
50047657,0,0
50047659,0,0
50047663,0,0
50047667,0,0
50047680,1,0
50047685,7,1
50047687,1,0
50047688,0,0
50047690,3,1
50047691,0,0
50047692,0,0
50047697,0,0
50047698,0,0
50047699,3,1
50047703,2,2
50047706,1,0
50047718,0,0
50047722,1,1
50047724,0,0
50047727,0,0
50047733,0,0
50047736,0,0
50047738,2,1
50047741,3,1
50047742,1,1
50047744,1,1
50047747,2,2
50047752,1,1
50047762,2,1
50047765,0,0
50047766,1,1
50047769,0,0
50047771,1,1
50047773,3,2
50047780,2,1
50047782,4,1
50047783,2,3
50047785,4,2
50047786,0,0
50047788,0,0
50047794,3,1
50047795,0,0
50047798,1,1
50047799,1,0
50047801,2,2
50047802,0,0
50047803,0,0
50047805,2,1
50047806,3,1
50047807,3,3
50047809,2,1
50047811,0,0
50047817,0,0
50047819,1,1
50047822,0,0
50047823,4,1
50047825,2,2
50047830,3,1
50047834,2,1
50047836,1,1
50047842,2,1
50047846,0,0
50047847,0,0
50047851,0,0
50047854,0,0
50047860,0,0
50047861,2,2
50047862,2,1
50047872,0,0
50047876,3,1
50047882,0,0
50047891,3,1
50047906,2,2
50047907,0,0
50047910,1,1
50047911,3,1
50047921,1,1
50047922,0,0
50047923,0,0
50047924,4,1
50047927,0,0
50047928,2,2
50047933,5,3
50047948,0,0
50047950,3,1
50047957,1,1
50047958,0,0
50047960,0,0
50047964,2,1
50047966,2,4
50047967,4,2
50047973,1,0
50047974,2,2
50047976,0,0
50047978,1,0
50047979,2,1
50047981,0,0
50047995,3,1
50047996,0,0
50048016,2,1
50048026,0,0
50048028,0,0
50048030,0,0
50048034,0,0
50048035,3,1
50048043,1,1
50048048,0,0
50048051,0,0
50048052,3,3
50048053,1,2
50048058,1,1
50048060,1,1
50048062,2,1
50048064,1,0
50048068,0,0
50048069,0,0
50048072,1,1
50048073,2,2
50048074,2,2
50048097,3,1
50048098,0,0
50048104,3,2
50048110,0,0
50048124,2,2
50048138,0,0
50048142,1,0
50048146,0,0
50048149,0,0
50048150,0,0
50048152,0,0
50048157,0,0
50048159,0,0
50048160,0,0
50048165,2,1
50048199,0,0
50048201,1,0
50048204,0,1
50048214,0,0
50048217,1,0
50048219,0,0
50048221,2,1
50048222,1,0
50048224,0,0
50048225,0,0
50048227,0,0
50048230,0,0
50048233,0,0
50048234,0,0
50048235,0,0
50048238,0,0
50048240,0,0
50048242,2,1
50048243,0,0
50048244,0,0
50048245,0,0
50048246,6,3
50048250,0,0
50048254,2,1
50048255,0,0
50048257,0,0
50048260,2,2
50048262,0,0
50048264,2,3
50048266,0,0
50048274,0,0
50048281,0,0
50048288,0,0
50048295,0,0
50048297,0,0
50048298,0,0
50048300,0,0
50048303,1,2
50048304,2,2
50048317,2,2
50048324,1,1
50048332,1,0
50048335,0,0
50048336,1,1
50048338,0,0
50048346,3,1
50048348,0,0
50048350,1,0
50048351,0,0
50048355,2,1
50048361,0,0
50048373,1,0
50048378,0,0
50048380,0,0
50048385,0,0
50048386,0,0
50048388,0,0
50048392,0,0
50048394,0,0
50048403,1,0
50048405,0,0
50048416,0,0
50048420,0,0
50048426,0,0
50048427,0,0
50048428,0,0
50048433,2,1
50048440,1,1
50048446,1,0
50048460,0,0
50048463,1,0
50048464,1,1
50048467,0,0
50048470,0,0
50048471,2,1
50048478,1,0
50048479,4,1
50048484,0,0
50048487,2,1
50048490,0,0
50048500,1,2
50048504,1,3
50048506,2,1
50048509,1,1
50048511,2,1
50048512,0,0
50048515,0,0
50048519,2,1
50048523,0,0
50048535,4,1
50048540,3,1
50048541,0,0
50048546,2,2
50048548,0,0
50048555,2,1
50048563,0,0
50048574,1,0
50048575,0,0
50048576,0,0
50048578,0,0
50048579,3,2
50048582,0,0
50048586,2,1
50048588,3,1
50048589,1,0
50048590,0,0
50048598,0,0
50048600,0,0
50048604,4,1
50048616,3,2
50048618,0,0
50048621,3,1
50048622,0,0
50048625,2,3
50048628,0,0
50048632,2,2
50048637,1,1
50048640,1,1
50048642,0,0
50048644,2,1
50048645,0,0
50048648,1,0
50048655,0,0
50048659,0,0
50048671,3,1
50048673,2,2
50048677,2,2
50048685,0,0
50048686,0,0
50048691,5,2
50048693,0,0
50048697,0,0
50048699,0,0
50048705,2,1
50048709,1,0
50048711,0,0
50048715,1,1
50048717,0,1
50048731,3,1
50048751,5,3
50048760,0,0
50048761,0,0
50048762,0,0
50048768,0,0
50048772,1,1
50048777,0,0
50048783,1,0
50048787,2,1
50048795,2,3
50048806,0,0
50048817,1,0
50048821,0,0
50048823,0,0
50048835,0,0
50048838,0,0
50048842,0,0
50048844,0,0
50048850,0,0
50048856,0,0
50048858,1,0
50048872,2,1
50048885,2,2
50048897,0,0
50048902,3,2
50048903,0,0
50048905,3,1
50048906,0,0
50048923,0,0
50048942,0,0
50048943,3,1
50048963,6,3
50048965,2,2
50048969,0,0
50048970,1,0
50048976,3,1
50048977,0,0
50048982,0,0
50048985,0,0
50048989,1,1
50048996,2,1
50048998,0,0
50049004,2,1
50049005,0,0
50049007,0,0
50049008,1,0
50049009,0,0
50049010,0,0
50049016,0,0
50049017,2,1
50049018,2,1
50049019,0,0
50049020,3,1
50049021,2,1
50049022,2,3
50049023,0,0
50049024,2,2
50049027,2,1
50049028,0,0
50049029,2,1
50049031,0,0
50049033,0,0
50049034,0,0
50049046,3,2
50049047,1,0
50049049,0,0
50049054,3,1
50049061,1,0
50049070,1,0
50049072,3,1
50049092,3,1
50049095,2,1
50049096,1,0
