,crit_vs_sec_last_insp,prior_2p_crit_insps
50049097,0,0
50049103,2,1
50049106,0,0
50049107,0,0
50049108,0,0
50049148,0,0
50049165,0,0
50049169,1,1
50049171,0,0
50049173,0,0
50049177,2,1
50049181,0,0
50049193,0,0
50049199,3,2
50049213,3,1
50049217,0,0
50049219,0,0
50049220,1,0
50049226,0,0
50049228,0,0
50049229,2,1
50049236,4,1
50049250,1,1
50049260,0,0
50049262,0,0
50049271,0,0
50049274,3,2
50049276,0,0
50049279,0,0
50049280,3,2
50049290,0,0
50049293,1,2
50049294,0,0
50049296,0,0
50049300,2,2
50049302,0,0
50049309,0,0
50049315,0,0
50049317,0,0
50049320,0,0
50049322,0,0
50049326,0,2
50049327,0,0
50049328,0,0
50049329,3,1
50049330,0,0
50049331,0,0
50049335,0,0
50049338,0,0
50049340,1,1
50049344,2,2
50049346,0,0
50049359,0,0
50049372,0,0
50049373,0,0
50049374,2,1
50049378,3,1
50049379,0,0
50049382,1,2
50049399,3,3
50049403,0,0
50049436,0,0
50049441,2,2
50049448,3,1
50049449,4,1
50049451,0,0
50049455,3,1
50049463,0,0
50049464,0,0
50049466,0,0
50049471,0,0
50049482,0,0
50049486,3,1
50049489,2,2
50049490,3,1
50049494,0,0
50049500,2,1
50049501,1,0
50049504,0,0
50049511,2,1
50049519,3,1
50049522,0,0
50049533,0,0
50049536,2,1
50049538,2,1
50049539,2,1
50049548,2,1
50049552,0,0
50049557,0,0
50049563,0,0
50049564,2,2
50049569,1,0
50049572,4,3
50049573,0,0
50049577,2,1
50049579,0,0
50049580,1,1
50049584,2,1
50049588,3,1
50049592,3,1
50049596,0,0
50049597,4,1
50049598,0,0
50049599,3,1
50049605,1,0
50049610,6,3
50049611,0,0
50049613,3,2
50049617,1,2
50049618,0,0
50049620,1,0
50049621,2,1
50049623,0,0
50049629,0,0
50049637,0,0
50049649,0,0
50049652,1,0
50049655,0,0
50049662,3,3
50049664,0,0
50049670,0,0
50049674,3,1
50049675,1,1
50049678,0,0
50049679,1,0
50049681,0,0
50049689,5,1
50049709,0,0
50049724,0,0
50049726,2,1
50049735,0,0
50049736,0,0
50049738,0,0
50049739,0,0
50049744,2,1
50049747,0,0
50049748,0,0
50049764,0,0
50049765,0,0
50049766,3,1
50049768,0,0
50049779,0,0
50049780,2,1
50049783,2,1
50049790,0,0
50049804,2,1
50049820,0,0
50049829,0,1
50049831,0,0
50049836,0,0
50049843,0,0
50049844,2,1
50049845,3,1
50049869,1,1
50049872,0,0
50049879,1,0
50049883,2,1
50049887,2,2
50049891,0,2
50049893,2,1
50049899,2,1
50049906,0,0
50049907,3,3
50049918,0,0
50049939,3,1
50049940,0,0
50049945,0,0
50049956,0,0
50049957,1,0
50049958,1,0
50049968,2,1
50049969,0,0
50049974,0,0
50049975,0,0
50049976,0,0
50049977,0,0
50049978,2,1
50049979,0,0
50049996,0,0
50049997,2,1
50049999,0,0
50050001,2,1
50050004,2,1
50050008,1,1
50050009,1,1
50050012,0,0
50050013,0,0
50050014,2,1
50050015,4,1
50050016,2,1
50050022,2,1
50050042,1,0
50050049,2,1
50050064,2,2
50050084,0,0
50050099,1,1
50050106,0,0
50050112,3,2
50050113,0,0
50050119,3,1
50050128,0,0
50050140,3,1
50050150,2,1
50050153,0,0
50050158,0,0
50050160,0,0
50050167,2,1
50050170,2,1
50050178,3,1
50050182,2,1
50050184,0,0
50050185,0,0
50050186,4,3
50050187,4,1
50050188,0,0
50050190,0,0
50050195,0,0
50050197,0,0
50050198,0,0
50050205,4,3
50050206,3,1
50050210,0,0
50050214,1,0
50050218,0,0
50050220,0,0
50050232,0,0
50050234,1,0
50050236,3,2
50050247,4,1
50050248,0,0
50050249,1,0
50050253,0,0
50050254,1,1
50050258,0,0
50050259,0,0
50050262,0,0
50050275,0,0
50050279,3,1
50050281,1,0
50050282,0,0
50050283,0,0
50050291,1,0
50050292,0,0
50050296,0,0
50050304,0,0
50050306,0,0
50050322,2,3
50050327,1,1
50050333,0,0
50050334,0,0
50050335,0,0
50050336,0,0
50050343,0,0
50050344,1,0
50050347,3,1
50050362,0,0
50050371,0,1
50050372,0,0
50050375,1,0
50050379,2,1
50050381,0,0
50050384,0,0
50050386,3,1
50050390,0,0
50050396,0,0
50050400,1,1
50050403,2,2
50050405,2,1
50050423,0,0
50050424,0,0
50050429,4,1
50050434,0,0
50050442,0,0
50050447,2,2
50050448,2,1
50050456,0,0
50050464,3,1
50050465,3,1
50050467,2,1
50050474,0,0
50050492,0,0
50050496,4,2
50050498,0,0
50050501,0,0
50050503,0,0
50050504,0,0
50050507,0,0
50050508,0,0
50050517,1,0
50050522,2,1
50050523,0,1
50050524,2,1
50050528,2,1
50050535,0,0
50050545,2,1
50050546,1,0
50050561,3,1
50050564,0,0
50050574,4,1
50050575,0,0
50050579,4,1
50050587,0,0
50050599,0,0
50050600,1,0
50050603,1,1
50050607,0,0
50050609,0,0
50050610,4,1
50050632,2,1
50050634,0,0
50050636,1,0
50050642,0,0
50050646,0,0
50050650,3,1
50050661,0,0
50050663,0,0
50050665,0,0
50050667,0,0
50050670,0,0
50050671,2,1
50050673,1,1
50050674,1,0
50050683,0,0
50050686,2,1
50050693,0,0
50050696,3,1
50050700,0,0
50050701,0,0
50050704,0,0
50050711,3,1
50050712,0,0
50050717,0,0
50050729,2,2
50050732,2,2
50050734,4,1
50050737,6,1
50050739,1,0
50050742,1,0
50050745,0,0
50050754,0,0
50050755,2,1
50050758,1,1
50050760,1,1
50050765,1,1
50050768,0,0
50050771,0,0
50050777,1,0
50050792,3,1
50050793,0,0
50050795,2,4
50050799,0,0
50050801,0,1
50050805,0,0
50050807,0,0
50050808,3,1
50050809,2,2
50050812,0,0
50050820,4,1
50050825,0,0
50050828,0,0
50050831,2,1
50050835,0,0
50050836,4,2
50050852,0,0
50050853,2,1
50050860,1,1
50050861,5,1
50050863,0,0
50050864,0,0
50050870,2,1
50050873,2,1
50050875,0,0
50050876,0,0
50050878,0,0
50050884,1,0
50050887,0,0
50050890,2,2
50050892,0,0
50050904,0,3
50050905,0,0
50050918,1,1
50050922,2,1
50050924,2,2
50050930,0,0
50050931,0,0
50050950,3,1
50050958,0,0
50050961,2,1
50050962,2,1
50050971,0,0
50050972,0,0
50050977,2,1
50050984,0,0
50050986,2,3
50050991,0,0
50050992,0,0
50051001,0,0
50051009,1,0
50051013,2,2
50051014,3,3
50051016,6,2
50051017,0,0
50051018,0,0
50051020,0,0
50051034,0,0
50051036,0,0
50051039,2,1
50051049,2,1
50051064,0,0
50051068,1,0
50051080,0,0
50051084,0,0
50051092,2,1
50051111,3,1
50051119,2,2
50051123,1,0
50051127,1,1
50051128,2,1
50051129,3,1
50051132,0,0
50051133,0,0
50051137,0,0
50051159,0,0
50051163,1,0
50051165,3,1
50051177,3,1
50051178,0,0
50051183,0,0
50051186,1,0
50051187,3,1
50051189,1,0
50051203,1,0
50051206,0,0
50051225,0,0
50051228,0,0
50051229,0,0
50051232,0,0
50051234,0,0
50051244,1,1
50051253,2,1
50051255,2,1
50051258,0,0
50051263,2,1
50051266,0,0
50051269,0,0
50051272,0,0
50051274,0,1
50051278,3,1
50051281,0,0
50051282,0,0
50051283,1,1
50051287,0,0
50051289,3,1
50051291,4,1
50051292,1,0
50051293,2,1
50051294,2,1
50051296,0,0
50051298,3,1
50051301,0,0
50051302,1,1
50051304,0,0
50051306,2,1
50051307,0,0
50051310,0,0
50051314,2,2
50051319,0,0
50051321,0,0
50051322,0,0
50051328,4,1
50051331,3,1
50051332,1,0
50051335,4,1
50051339,4,1
50051342,1,0
50051344,0,0
50051351,4,1
50051353,2,3
50051354,3,1
50051355,0,0
50051356,0,0
50051357,1,0
50051363,0,0
50051365,3,3
50051366,0,0
50051369,0,0
50051372,4,1
50051386,0,0
50051389,0,0
50051395,2,1
50051397,3,1
50051402,0,0
50051405,1,1
50051408,2,1
50051413,0,0
50051433,3,1
50051434,1,1
50051435,5,1
50051436,0,0
50051437,0,0
50051444,2,1
50051448,2,1
50051451,3,1
50051452,1,1
50051456,1,1
50051458,2,4
50051463,0,0
50051468,3,1
50051469,0,0
50051480,0,0
50051482,0,0
50051486,0,0
50051508,2,1
50051513,2,1
50051527,0,0
50051529,4,2
50051532,0,0
50051534,0,0
50051535,1,1
50051543,0,0
50051545,4,1
50051548,0,1
50051549,0,0
50051550,0,0
50051555,2,1
50051556,0,0
50051572,2,1
50051573,0,0
50051577,0,0
50051578,0,0
50051581,0,0
50051582,2,1
50051591,2,1
50051594,0,0
50051603,5,1
50051608,0,1
50051609,0,0
50051612,3,1
50051616,2,2
50051622,3,1
50051626,3,2
50051638,1,0
50051643,2,1
50051645,1,1
50051647,0,0
50051650,3,2
50051660,2,1
50051662,2,1
50051666,4,1
50051668,1,0
50051684,0,0
50051698,4,1
50051700,2,1
50051701,4,1
50051703,5,1
50051704,3,1
50051705,2,1
50051711,0,0
50051715,0,0
50051719,3,1
50051720,1,1
50051725,1,1
50051729,0,2
50051737,0,0
50051739,0,0
50051741,4,1
50051744,2,1
50051746,2,2
50051748,4,1
50051749,0,0
50051750,2,1
50051752,2,1
50051756,2,1
50051765,0,0
50051766,0,0
50051767,0,0
50051768,0,0
50051769,2,1
50051774,0,0
50051777,0,0
50051778,1,1
50051781,3,2
50051787,2,1
50051810,4,1
50051812,1,0
50051814,3,1
50051816,3,1
50051817,4,1
50051818,0,0
50051824,1,0
50051825,0,0
50051826,1,0
50051827,2,1
50051837,0,0
50051839,0,2
50051844,0,1
50051858,0,0
50051864,0,0
50051867,0,0
50051873,1,0
50051875,4,1
50051877,0,0
50051878,0,0
50051879,2,2
50051880,4,2
50051881,0,0
50051883,0,0
50051884,2,1
50051885,1,0
50051886,1,1
50051887,5,1
50051888,0,0
50051893,2,1
50051894,0,0
50051896,3,1
50051897,0,0
50051899,0,0
50051903,1,0
50051909,0,0
50051919,1,0
50051922,0,0
50051923,1,0
50051924,1,0
50051927,1,1
50051929,0,0
50051932,2,1
50051935,2,1
50051936,0,0
50051937,1,0
50051939,0,0
50051941,0,0
50051951,0,0
50051955,2,1
50051964,0,0
50051965,3,2
50051966,2,1
50051967,0,0
50051968,2,1
50051981,0,2
50051982,3,1
50051988,0,0
50051989,1,0
50051997,5,1
50051998,3,1
50052001,0,0
50052004,0,0
50052006,3,1
50052038,3,1
50052039,0,0
50052040,2,1
50052060,4,1
50052063,2,1
50052072,0,0
50052082,0,0
50052088,2,1
50052090,1,0
50052096,2,1
50052099,0,0
50052100,2,2
50052101,0,0
50052103,1,2
50052109,0,0
50052110,0,0
50052114,0,0
50052123,0,0
50052136,2,1
50052137,2,1
50052155,3,1
50052161,0,0
50052163,2,1
50052165,0,0
50052168,0,0
50052170,1,0
50052171,4,1
50052178,1,0
50052183,2,1
50052185,4,1
50052186,0,0
50052188,1,0
50052194,3,1
50052196,0,0
50052203,0,0
50052205,0,0
50052206,0,0
50052209,0,0
50052214,0,0
50052215,1,0
50052217,1,0
50052221,2,4
50052223,0,0
50052226,3,1
50052227,0,0
50052244,0,0
50052256,0,0
50052257,2,2
50052262,2,1
50052263,0,0
50052270,3,1
50052274,2,1
50052277,0,0
50052278,2,1
50052280,2,2
50052308,0,0
50052325,0,0
50052327,3,1
50052328,0,0
50052331,0,0
50052333,0,0
50052334,1,1
50052345,0,0
50052350,0,0
50052365,1,0
50052366,3,1
50052373,3,1
50052376,1,2
50052381,2,1
50052387,0,0
50052389,0,0
50052392,2,1
50052395,2,1
50052407,1,0
50052408,3,2
50052410,0,0
50052412,0,0
50052413,4,1
50052428,0,0
50052431,2,1
50052435,2,1
50052439,1,1
50052441,0,0
50052444,0,0
50052462,0,0
50052463,0,0
50052466,0,0
50052467,2,1
50052470,0,0
50052475,3,1
50052477,0,0
50052482,0,0
50052487,5,1
50052489,0,0
50052491,3,1
50052493,1,0
50052499,0,0
50052500,0,0
50052502,0,0
50052503,3,1
50052504,0,0
50052506,3,1
50052511,1,0
50052517,2,1
50052518,0,0
50052523,0,0
50052533,0,0
50052545,2,1
50052554,0,0
50052557,0,0
50052581,0,0
50052585,0,0
50052588,1,1
50052589,0,0
50052591,2,1
50052593,0,0
50052596,0,0
50052602,2,1
50052606,0,0
50052607,3,1
50052609,0,0
50052610,3,1
50052612,4,1
50052617,0,0
50052618,0,0
50052625,0,0
50052631,1,1
50052642,0,0
50052649,0,0
50052660,1,1
50052662,1,2
50052665,3,1
50052666,0,0
50052671,1,1
50052674,0,0
50052682,1,1
50052687,1,0
50052698,0,0
50052699,0,0
50052702,2,1
50052703,2,1
50052708,0,0
50052709,1,0
50052715,2,1
50052717,5,1
50052719,0,0
50052720,0,0
50052721,0,0
50052722,0,0
50052725,0,0
50052746,2,1
50052772,3,1
50052779,0,0
50052785,1,0
50052802,0,0
50052807,0,0
50052814,1,0
50052815,0,0
50052824,0,0
50052826,0,0
50052840,2,1
50052842,0,0
50052844,0,0
50052845,3,1
50052848,0,0
50052850,3,2
50052857,3,1
50052863,0,0
50052865,3,1
50052871,0,0
50052874,0,0
50052875,0,0
50052876,0,0
50052884,3,3
50052889,1,1
50052893,0,0
50052904,0,0
50052906,0,0
50052915,0,0
50052917,1,0
50052920,0,0
50052924,4,1
50052929,0,0
50052930,2,3
50052932,0,0
50052933,0,0
50052949,0,0
50052953,5,1
50052955,0,0
50052956,0,0
50052962,0,0
50052963,0,0
50052974,1,0
50052976,2,1
50052980,0,0
50052984,2,1
50052986,0,0
50052988,4,1
50052989,4,1
50053006,0,0
50053010,1,0
50053011,0,0
50053017,2,1
50053020,0,0
50053023,2,1
50053024,2,1
50053027,1,1
50053039,3,1
50053042,2,1
50053046,0,0
50053047,0,0
50053053,0,0
50053055,0,0
50053056,0,0
50053067,0,0
50053068,0,0
50053069,0,0
50053072,3,1
50053083,0,0
50053084,1,0
50053085,1,0
50053086,2,1
50053094,1,0
50053100,0,0
50053105,2,2
50053106,0,0
50053109,0,0
50053112,4,1
50053116,2,1
50053119,1,0
50053121,1,1
50053122,1,1
50053135,1,0
50053137,4,1
50053139,0,0
50053141,0,0
50053142,0,0
50053144,1,1
50053148,0,0
50053149,0,0
50053152,0,0
50053156,2,1
50053170,6,1
50053174,3,1
50053175,1,1
50053178,4,1
50053187,3,1
50053193,3,1
50053195,0,0
50053197,0,0
50053204,0,1
50053207,2,2
50053209,0,0
50053211,0,0
50053225,0,0
50053228,1,0
50053253,3,1
50053257,3,1
50053265,4,1
50053268,0,0
50053276,0,0
50053277,0,0
50053278,0,0
50053281,0,0
50053283,0,0
50053284,0,0
50053285,0,0
50053291,0,0
50053297,3,1
50053299,2,1
50053306,3,1
50053317,0,0
50053320,0,0
50053321,3,2
50053323,1,1
50053330,0,0
50053331,1,0
50053332,0,0
50053334,3,2
50053336,0,0
50053337,4,1
50053346,1,1
50053350,3,1
50053352,0,0
50053354,1,0
50053355,0,0
50053359,3,1
50053360,0,0
50053361,3,1
50053364,0,0
50053371,5,2
50053372,0,0
50053374,0,0
50053376,0,0
50053384,1,0
50053386,0,0
50053388,1,1
50053392,0,0
50053400,0,0
50053401,4,1
50053402,2,2
50053407,1,0
50053413,3,1
50053418,0,0
50053424,0,0
50053425,0,0
50053450,6,1
50053452,1,0
50053453,0,0
50053455,0,0
50053457,4,1
50053462,1,1
50053465,0,0
50053468,1,0
50053469,0,0
50053473,0,0
50053477,0,0
50053479,0,0
50053497,1,0
50053500,1,0
50053501,1,0
50053505,0,0
50053506,0,0
50053514,1,0
50053515,1,0
50053519,4,1
50053524,2,1
50053525,2,2
50053531,3,1
50053533,3,1
50053535,4,1
50053536,0,0
50053537,2,1
50053538,3,1
50053542,0,0
50053544,0,3
50053554,1,0
50053557,0,0
50053561,1,0
50053563,0,0
50053564,3,1
50053566,2,1
50053572,3,1
50053575,2,1
50053579,2,2
50053584,0,0
50053586,1,0
50053587,0,0
50053591,0,0
50053593,0,0
50053595,0,0
50053599,1,1
50053607,5,1
50053608,3,1
50053609,2,1
50053610,0,0
50053614,1,0
50053618,0,0
50053623,3,3
50053627,2,1
50053632,2,1
50053648,0,0
50053654,0,0
50053656,2,1
50053659,0,0
50053660,4,1
50053663,5,1
50053666,2,1
50053668,4,1
50053669,2,1
50053671,2,1
50053672,2,1
50053674,0,0
50053675,0,0
50053676,0,0
50053678,2,1
50053680,0,0
50053683,0,0
50053686,3,1
50053689,0,0
50053695,2,1
50053703,5,1
50053704,1,0
50053714,0,0
50053717,0,0
50053718,0,0
50053719,2,1
50053724,0,0
50053725,0,0
50053728,0,0
50053729,0,0
50053730,3,1
50053768,3,1
50053771,0,0
50053777,0,0
50053799,2,1
50053803,2,1
50053806,1,0
50053825,0,0
50053833,3,1
50053849,0,0
50053856,1,0
50053873,2,1
50053878,2,1
50053879,0,1
50053882,2,1
50053883,0,0
50053898,1,0
50053905,4,1
50053912,6,1
50053915,0,0
50053916,1,0
50053917,4,1
50053932,0,0
50053934,2,1
50053935,0,0
50053937,1,0
50053940,0,0
50053941,1,0
50053944,0,0
50053949,1,0
50053952,0,0
50053957,0,0
50053958,0,0
50053977,2,1
50054016,1,0
50054023,2,2
50054027,0,0
50054031,1,0
50054039,0,0
50054044,3,1
50054046,1,0
50054055,0,0
50054061,0,0
50054063,0,0
50054074,1,0
50054076,0,0
50054097,0,0
50054099,1,0
50054113,3,1
50054114,2,1
50054116,2,1
50054122,0,0
50054127,0,0
50054129,0,0
50054132,0,0
50054134,0,0
50054136,0,0
50054137,0,0
50054138,0,0
50054139,0,0
50054148,0,0
50054153,1,0
50054154,0,0
50054173,4,1
50054181,0,0
50054185,0,0
50054186,0,0
50054198,1,0
50054205,0,0
50054212,0,0
50054213,3,1
50054214,4,1
50054215,2,1
50054218,0,0
50054220,2,1
50054222,2,1
50054230,2,1
50054231,0,0
50054233,2,1
50054234,4,1
50054241,3,1
50054256,1,0
50054258,3,1
50054262,2,1
50054268,2,1
50054280,2,1
50054285,0,0
50054288,0,0
50054289,0,0
50054292,2,1
50054294,0,0
50054297,2,1
50054303,6,1
50054305,0,0
50054307,0,0
50054311,3,1
50054315,0,0
50054321,0,0
50054328,0,0
50054332,2,1
50054333,0,0
50054340,0,0
50054342,2,1
50054344,0,0
50054346,3,1
50054355,3,2
50054356,0,0
50054361,1,3
50054365,0,0
50054367,0,0
50054369,0,0
50054374,2,3
50054376,0,0
50054381,0,0
50054385,0,0
50054386,0,0
50054391,0,0
50054403,5,2
50054404,2,1
50054409,2,1
50054411,0,0
50054417,0,0
50054418,0,0
50054419,2,2
50054422,4,1
50054425,6,1
50054435,0,0
50054438,4,1
50054445,0,0
50054449,0,0
50054452,0,0
50054454,0,0
50054456,3,1
50054460,3,1
50054461,2,1
50054464,2,1
50054470,3,1
50054471,2,1
50054472,0,0
50054476,2,1
50054480,0,0
50054483,2,1
50054485,0,0
50054488,2,1
50054495,0,0
50054504,0,0
50054512,0,0
50054523,0,0
50054524,0,0
50054535,2,1
50054544,1,0
50054551,0,0
50054555,0,0
50054568,0,0
50054569,0,0
50054573,0,0
50054574,0,0
50054575,4,1
50054576,0,0
50054578,0,0
50054583,2,1
50054584,0,0
50054587,0,0
50054588,0,0
50054592,1,0
50054598,0,0
50054602,3,1
50054604,0,0
50054609,0,0
50054610,0,0
50054611,0,0
50054612,0,0
50054615,0,0
50054620,3,1
50054623,0,0
50054628,1,0
50054635,0,0
50054636,0,0
50054637,0,0
50054639,0,0
50054646,1,0
50054647,0,0
50054655,0,0
50054660,0,0
50054661,1,0
50054664,2,1
50054665,0,0
50054674,3,1
50054686,0,0
50054690,0,0
50054710,2,1
50054721,0,0
50054726,4,1
50054734,4,1
50054739,0,0
50054740,3,1
50054745,2,1
50054750,1,0
50054754,0,0
50054760,4,1
50054766,2,1
50054770,0,0
50054773,3,1
50054780,0,0
50054782,0,0
50054788,0,0
50054792,0,0
50054794,1,0
50054796,0,0
50054801,0,0
50054802,3,1
50054808,3,1
50054812,1,0
50054821,0,0
50054828,0,0
50054829,0,0
50054833,0,0
50054839,2,1
50054846,4,1
50054847,0,0
50054848,0,0
50054857,0,0
50054864,0,1
50054868,3,1
50054878,2,1
50054890,0,0
50054893,0,0
50054899,2,1
50054901,0,0
50054906,0,1
50054908,0,0
50054927,0,0
50054931,1,0
50054932,0,0
50054939,0,2
50054940,0,0
50054941,0,0
50054953,2,1
50054957,0,0
50054960,2,1
50054962,1,0
50054964,4,1
50054965,0,0
50054967,0,0
50054979,2,1
50054986,3,1
50054996,0,0
50054998,3,1
50055012,1,0
50055022,3,1
50055023,0,0
50055027,0,1
50055033,2,1
50055036,1,0
50055040,0,0
50055044,3,1
50055046,1,0
50055047,1,0
50055051,0,0
50055059,0,0
50055066,3,1
50055077,0,0
50055078,0,0
50055081,0,0
50055088,2,1
50055095,3,1
50055096,3,1
50055103,2,1
50055106,0,0
50055112,0,0
50055119,2,1
50055122,0,0
50055123,0,0
50055124,0,0
50055125,2,1
50055131,2,1
50055132,1,0
50055137,2,2
50055139,0,0
50055140,1,0
50055145,0,0
50055150,0,0
50055156,3,1
50055157,0,0
50055159,5,1
50055163,2,1
50055168,1,0
50055172,0,0
50055174,3,1
50055178,0,0
50055183,0,0
50055192,0,0
50055194,0,0
50055209,0,0
50055210,0,0
50055213,0,0
50055215,0,0
50055225,0,0
50055231,1,0
50055234,0,0
50055235,0,0
50055236,1,0
50055238,0,0
50055239,0,0
50055243,0,0
50055248,0,0
50055253,1,0
50055262,0,0
50055276,2,1
50055277,0,0
50055290,0,0
50055291,0,0
50055292,2,2
50055296,0,0
50055298,2,1
50055303,0,0
50055308,3,1
50055312,0,0
50055322,0,0
50055324,0,0
50055329,0,0
50055331,0,0
50055342,3,1
50055343,3,1
50055346,2,1
50055359,0,0
50055367,1,0
50055368,2,1
50055371,0,0
50055374,0,0
50055382,0,0
50055386,0,0
50055387,3,1
50055391,3,1
50055392,6,1
50055393,0,0
50055394,3,2
50055395,0,0
50055396,4,1
50055398,0,1
50055399,0,0
50055402,2,1
50055403,3,1
50055405,0,0
50055407,0,0
50055414,0,0
50055419,0,0
50055420,0,0
50055426,0,0
50055434,0,0
50055438,0,0
50055443,1,0
50055446,1,0
50055447,0,0
50055453,0,0
50055457,3,1
50055459,1,0
50055462,0,0
50055470,0,0
50055472,0,0
50055486,0,0
50055495,3,1
50055497,0,0
50055501,0,0
50055502,0,0
50055512,0,0
50055515,0,0
50055527,2,1
50055536,0,0
50055537,0,0
50055541,0,0
50055552,3,1
50055553,0,0
50055556,0,0
50055559,0,0
50055562,3,1
50055565,0,0
50055568,2,2
50055582,3,1
50055587,0,0
50055591,0,0
50055603,1,0
50055604,3,1
50055607,1,2
50055609,2,1
50055610,0,0
50055614,0,0
50055621,0,0
50055622,3,1
50055627,3,1
50055630,0,0
50055631,3,1
50055639,0,0
50055640,3,1
50055644,0,0
50055645,2,1
50055646,3,1
50055649,5,1
50055651,0,0
50055653,0,0
50055655,3,1
50055657,5,1
50055661,0,0
50055665,3,1
50055667,0,0
50055697,2,1
50055698,0,0
50055701,1,0
50055715,0,0
50055765,3,1
50055795,0,0
50055840,0,0
50055844,0,0
50055852,2,1
50055861,0,0
50055865,0,0
50055885,0,0
50055886,3,2
50055888,6,1
50055903,0,0
50055905,0,0
50055910,0,1
50055913,5,1
50055919,0,0
50055923,3,1
50055924,1,0
50055926,0,0
50055935,0,0
50055936,0,0
50055939,0,0
50055947,1,0
50055949,0,0
50055950,2,1
50055951,5,1
50055953,2,1
50055957,1,0
50055969,0,0
50055971,2,1
50055972,0,0
50055973,0,0
50055974,0,0
50055975,0,0
50055977,2,1
50055985,5,1
50055990,0,0
50055996,3,1
50056005,0,0
50056006,0,0
50056007,0,0
50056009,2,1
50056014,1,1
50056016,0,0
50056017,0,0
50056018,2,1
50056020,0,0
50056021,3,3
50056022,1,0
50056030,3,1
50056031,0,0
50056033,2,1
50056036,0,0
50056056,0,0
50056057,3,1
50056067,0,0
50056069,0,0
50056073,0,0
50056074,1,0
50056087,0,0
50056096,0,0
50056097,0,0
50056103,2,1
50056104,2,1
50056113,3,2
50056120,3,1
50056124,4,1
50056126,1,0
50056132,2,1
50056134,0,0
50056142,1,0
50056145,5,1
50056147,1,0
50056150,1,0
50056152,3,1
50056153,2,1
50056156,2,1
50056158,2,1
50056159,0,0
50056173,0,0
50056175,3,1
50056178,0,0
50056180,3,1
50056193,2,1
50056201,2,1
50056203,1,0
50056212,4,1
50056213,3,1
50056216,0,0
50056217,3,1
50056222,0,0
50056234,3,1
50056239,0,0
50056245,2,1
50056248,0,0
50056249,1,0
50056250,0,0
50056251,1,0
50056254,0,0
50056255,1,0
50056256,2,1
50056257,2,1
50056259,0,0
50056263,3,1
50056268,0,0
50056272,1,0
50056274,0,0
50056279,0,0
50056280,0,0
50056282,3,1
50056283,0,0
50056305,2,1
50056312,0,0
50056316,0,0
50056319,0,0
50056330,2,1
50056337,4,1
50056338,2,1
50056343,1,0
50056353,0,0
50056355,0,0
50056360,0,0
50056362,2,1
50056363,4,1
50056364,3,1
50056365,2,1
50056367,0,0
50056371,2,1
50056372,0,0
50056377,3,1
50056382,0,0
50056384,3,1
50056394,1,0
50056398,1,0
50056401,2,1
50056417,0,0
50056419,3,1
50056425,2,1
50056428,0,0
50056429,2,1
50056430,0,0
50056441,0,0
50056446,0,0
50056450,5,1
50056452,0,0
50056456,0,0
50056461,1,0
50056462,0,0
50056465,0,0
50056466,0,0
50056490,2,1
50056495,0,0
50056503,0,0
50056505,1,0
50056507,0,0
50056508,0,0
50056512,0,0
50056516,0,0
50056546,0,0
50056559,0,0
50056561,0,1
50056563,0,0
50056565,1,0
50056569,2,1
50056571,0,0
50056573,4,1
50056576,0,0
50056578,0,0
50056580,2,1
50056581,3,1
50056584,0,0
50056585,0,0
50056589,0,0
50056591,0,0
50056596,0,0
50056599,0,0
50056602,0,0
50056606,0,0
50056607,1,0
50056609,0,0
50056610,0,0
50056612,1,1
50056613,1,0
50056616,2,1
50056619,0,0
50056622,0,0
50056624,0,0
50056630,2,1
50056632,0,0
50056635,5,1
50056647,0,0
50056649,0,0
50056650,0,0
50056652,0,0
50056653,2,1
50056654,0,0
50056668,2,1
50056669,0,0
50056677,0,0
50056678,0,0
50056684,0,0
50056686,1,0
50056689,0,0
50056690,1,2
50056693,0,0
50056694,0,0
50056699,2,1
50056702,0,0
50056703,0,0
50056704,0,0
50056707,2,1
50056713,0,0
50056715,4,1
50056716,3,1
50056718,2,1
50056719,0,0
50056724,0,0
50056732,2,1
50056738,3,1
50056740,1,0
50056741,0,0
50056746,1,0
50056748,2,1
50056753,0,0
50056754,0,0
50056755,4,1
50056756,0,0
50056757,0,0
50056763,0,0
50056770,5,1
50056775,2,1
50056776,0,0
50056784,0,0
50056785,0,0
50056787,2,1
50056793,0,0
50056795,0,0
50056797,0,0
50056802,0,0
50056803,3,1
50056804,0,0
50056806,0,0
50056815,2,1
50056820,0,0
50056821,0,0
50056824,3,1
50056825,2,1
50056830,0,0
50056831,0,0
50056834,2,1
50056843,4,1
50056849,1,0
50056854,0,0
50056855,0,0
50056857,0,0
50056862,4,1
50056873,0,0
50056876,0,0
50056878,0,0
50056884,2,1
50056886,0,0
50056889,1,0
50056895,0,0
50056899,2,1
50056900,0,0
50056908,0,0
50056910,2,1
50056913,0,0
50056914,3,1
50056915,3,1
