,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus
50032909,15.0,7.0,2015-03-23,2016-08-23,2016-08-03,11358,QUEENS,Korean,17103 NORTHERN BLVD,6,3,2,12.0,5.0,5,2.4,1.0,20,519,1
50032911,9.0,6.0,2015-07-10,2017-03-31,2017-02-18,11419,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",11206 LIBERTY AVE,5,3,2,6.0,4.0,4,1.5,1.0,41,630,1
50032913,12.0,5.0,2015-03-26,2017-01-24,2016-11-14,11103,QUEENS,Greek,3602 30TH AVE,5,2,2,10.0,3.0,4,2.5,0.75,71,670,1
50032918,5.0,3.0,2015-03-23,2016-09-02,2015-08-12,10031,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3477 BROADWAY,4,1,2,4.0,1.0,3,1.3333333333333333,0.3333333333333333,387,529,0
50032933,16.0,5.0,2015-03-26,2017-02-02,2016-10-21,10017,MANHATTAN,"Juice, Smoothies, Fruit Salads",133 E 45TH ST,5,3,1,13.0,4.0,4,3.25,1.0,104,679,1
50032935,8.0,5.0,2015-06-10,2016-12-30,2016-06-15,11207,BROOKLYN,Caribbean,2354 PITKIN AVE,4,1,1,7.0,4.0,3,2.3333333333333335,1.3333333333333333,198,569,0
50032937,3.0,2.0,2015-03-26,2016-04-05,2015-03-26,10017,MANHATTAN,American,143 E 47TH ST,2,1,2,2.0,0.0,1,2.0,0.0,376,376,0
50032938,7.0,5.0,2015-05-27,2017-03-15,2017-02-02,10016,MANHATTAN,American,253 5TH AVE,5,3,2,4.0,3.0,4,1.0,0.75,41,658,1
50032939,5.0,5.0,2015-04-10,2016-11-25,2016-06-06,10018,MANHATTAN,Continental,52-54 W 36TH ST,4,1,2,4.0,3.0,3,1.3333333333333333,1.0,172,595,0
50032942,10.0,7.0,2015-02-18,2016-11-02,2016-09-02,10016,MANHATTAN,Thai,394 3RD AVE,5,2,1,8.0,6.0,4,2.0,1.5,61,623,1
50032946,3.0,1.0,2015-03-10,2017-03-30,2016-04-01,10016,MANHATTAN,Café/Coffee/Tea,18 E 33RD ST,3,2,1,1.0,0.0,2,0.5,0.0,363,751,1
50032967,5.0,6.0,2015-03-25,2016-12-28,2016-04-11,10462,BRONX,Mexican,2132 CRUGER AVE,4,1,2,4.0,4.0,3,1.3333333333333333,1.3333333333333333,261,644,0
50032968,5.0,4.0,2015-03-12,2017-04-08,2016-03-03,10462,BRONX,American,58 METROPOLITAN OVAL,3,3,2,2.0,2.0,2,1.0,1.0,401,758,1
50032969,2.0,1.0,2015-04-06,2016-04-05,2015-04-06,10029,MANHATTAN,Chinese,360 E 116TH ST,2,1,1,1.0,0.0,1,1.0,0.0,365,365,0
50032973,2.0,2.0,2015-03-26,2016-05-12,2015-03-26,10004,MANHATTAN,Mexican,1 NEW YORK PLZ,2,1,1,1.0,1.0,1,1.0,1.0,413,413,0
50032974,7.0,2.0,2015-03-23,2017-01-27,2016-11-09,11225,BROOKLYN,American,225 ROGERS AVE,5,1,2,6.0,0.0,4,1.5,0.0,79,676,0
50032975,7.0,5.0,2015-06-04,2017-02-02,2016-06-14,10451,BRONX,Mexican,4760 3RD AVE,4,1,1,6.0,4.0,3,2.0,1.3333333333333333,233,609,0
50032977,12.0,2.0,2015-04-08,2016-08-09,2015-12-09,11354,QUEENS,Asian,13620 ROOSEVELT AVE,5,2,1,10.0,1.0,4,2.5,0.25,244,489,1
50032980,6.0,5.0,2015-03-24,2016-10-28,2016-04-25,10003,MANHATTAN,Mexican,79 SAINT MARKS PL,4,1,2,5.0,3.0,3,1.6666666666666667,1.0,186,584,0
50032988,2.0,2.0,2015-04-14,2016-05-19,2015-04-14,10014,MANHATTAN,Mexican,29 7TH AVE S,2,1,1,1.0,1.0,1,1.0,1.0,401,401,0
50032991,2.0,2.0,2015-05-18,2016-05-12,2015-05-18,10003,MANHATTAN,Other,129 4TH AVE,2,2,1,0.0,1.0,1,0.0,1.0,360,360,1
50032994,5.0,2.0,2015-05-28,2016-11-17,2016-06-06,11385,QUEENS,Café/Coffee/Tea,778 SENECA AVE,4,1,2,4.0,0.0,3,1.3333333333333333,0.0,164,539,0
50032998,5.0,2.0,2015-05-28,2017-03-18,2016-02-13,11238,BROOKLYN,Pizza,766 CLASSON AVE,4,1,1,4.0,1.0,3,1.3333333333333333,0.3333333333333333,399,660,0
50033000,16.0,10.0,2015-11-05,2017-01-19,2016-12-20,11209,BROOKLYN,Mexican,7206 3RD AVE,6,3,2,13.0,8.0,5,2.6,1.6,30,441,1
50033001,9.0,11.0,2015-06-18,2017-02-24,2016-08-25,11223,BROOKLYN,Eastern European,2006 CONEY ISLAND AVE,5,4,4,5.0,7.0,4,1.25,1.75,183,617,1
50033010,6.0,7.0,2015-05-20,2016-12-21,2016-11-21,11355,QUEENS,Chinese,4287 MAIN ST,5,1,1,5.0,6.0,4,1.25,1.5,30,581,0
50033012,2.0,2.0,2015-03-24,2016-04-01,2015-03-24,11228,BROOKLYN,Soups & Sandwiches,7521 13TH AVE,2,1,1,1.0,1.0,1,1.0,1.0,374,374,0
50033016,7.0,6.0,2015-06-30,2016-10-21,2016-06-15,10011,MANHATTAN,Café/Coffee/Tea,180 9TH AVE,4,2,2,5.0,4.0,3,1.6666666666666667,1.3333333333333333,128,479,1
50033019,2.0,2.0,2015-07-02,2016-06-30,2015-07-02,10011,MANHATTAN,Japanese,207 10TH AVE,2,1,1,1.0,1.0,1,1.0,1.0,364,364,0
50033020,4.0,3.0,2015-07-22,2017-02-22,2015-07-22,10009,MANHATTAN,Mexican,50 AVENUE A,2,2,2,2.0,1.0,1,2.0,1.0,581,581,1
50033040,2.0,1.0,2015-03-19,2016-04-01,2015-03-19,10019,MANHATTAN,Café/Coffee/Tea,475 W 57TH ST,2,1,1,1.0,0.0,1,1.0,0.0,379,379,0
50033054,16.0,10.0,2015-08-03,2017-02-03,2016-12-01,11233,BROOKLYN,Soul Food,444 RALPH AVE,6,3,3,13.0,7.0,5,2.6,1.4,64,550,1
50033065,5.0,5.0,2015-03-18,2016-12-01,2016-04-17,10462,BRONX,Pizza/Italian,44 WESTCHESTER SQ,4,1,2,4.0,3.0,3,1.3333333333333333,1.0,228,624,0
50033067,2.0,1.0,2015-06-18,2016-05-12,2015-06-18,10465,BRONX,American,815 HUTCHINSON RIVER PKWY,2,2,1,0.0,0.0,1,0.0,0.0,329,329,1
50033071,6.0,4.0,2015-03-23,2016-11-28,2016-11-02,10036,MANHATTAN,French,45 W 44TH ST,5,1,1,5.0,3.0,4,1.25,0.75,26,616,0
50033075,5.0,6.0,2015-06-11,2017-02-14,2016-04-30,10019,MANHATTAN,Japanese,362 W 53RD ST,4,2,1,3.0,5.0,3,1.0,1.6666666666666667,290,614,1
50033076,7.0,5.0,2015-05-26,2016-07-20,2015-12-29,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9901 NORTHERN BLVD,5,1,2,6.0,3.0,4,1.5,0.75,204,421,0
50033077,12.0,4.0,2015-04-06,2017-03-21,2017-02-21,10010,MANHATTAN,Chinese,61 LEXINGTON AVE,6,1,1,11.0,3.0,5,2.2,0.6,28,715,0
50033079,6.0,6.0,2015-03-26,2016-07-08,2015-11-18,10468,BRONX,American,25A-27 EAST BEDFORD PARK BLVD,5,1,1,5.0,5.0,4,1.25,1.25,233,470,0
50033081,1.0,1.0,2015-04-14,2016-04-04,2015-04-14,11368,QUEENS,Other,3924 108TH ST,2,1,1,0.0,0.0,1,0.0,0.0,356,356,0
50033084,13.0,8.0,2015-06-02,2016-07-21,2016-06-24,10002,MANHATTAN,American,174 RIVINGTON ST,5,3,1,10.0,7.0,4,2.5,1.75,27,415,1
50033094,2.0,3.0,2015-04-17,2016-04-13,2015-04-17,10036,MANHATTAN,American,45 W 44TH ST,2,1,2,1.0,1.0,1,1.0,1.0,362,362,0
50033097,5.0,6.0,2015-04-17,2016-11-02,2016-05-27,10036,MANHATTAN,American,45 WEST 44 STREET,4,1,1,4.0,5.0,3,1.3333333333333333,1.6666666666666667,159,565,0
50033098,6.0,5.0,2015-03-31,2017-02-28,2016-01-22,10453,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1971 UNIVERSITY AVE,4,2,1,4.0,4.0,3,1.3333333333333333,1.3333333333333333,403,700,1
50033103,21.0,4.0,2015-06-22,2017-03-22,2016-09-22,11354,QUEENS,Asian,15514 ROOSEVELT AVE,7,5,1,16.0,3.0,6,2.6666666666666665,0.5,181,639,1
50033104,17.0,4.0,2015-04-06,2017-01-20,2016-12-02,10032,MANHATTAN,American,83 HAVEN AVE,7,2,1,15.0,3.0,6,2.5,0.5,49,655,1
50033105,4.0,1.0,2015-04-07,2016-03-09,2015-04-23,10028,MANHATTAN,Thai,1586 2ND AVE,3,1,1,3.0,0.0,2,1.5,0.0,321,337,0
50033106,9.0,8.0,2015-03-25,2016-11-01,2016-09-26,11103,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4720 BROADWAY,5,1,2,8.0,6.0,4,2.0,1.5,36,587,0
50033110,10.0,1.0,2015-03-31,2017-01-27,2017-01-07,11232,BROOKLYN,Chinese,820 39TH ST,5,2,1,8.0,0.0,4,2.0,0.0,20,668,1
50033115,2.0,3.0,2015-05-18,2016-08-17,2015-05-18,11204,BROOKLYN,Pizza/Italian,7116 BAY PKWY,2,1,1,1.0,2.0,1,1.0,2.0,457,457,0
50033120,11.0,5.0,2015-05-27,2016-10-03,2016-09-13,10013,MANHATTAN,Asian,90 BAXTER ST,6,2,2,9.0,3.0,5,1.8,0.6,20,495,1
50033122,52.0,26.0,2015-02-10,2017-03-07,2016-08-19,11355,QUEENS,Korean,14932 41ST AVE,13,2,3,50.0,23.0,12,4.166666666666667,1.9166666666666667,200,756,1
50033125,2.0,3.0,2015-04-15,2016-04-26,2015-04-15,10314,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",762 MANOR RD,2,1,1,1.0,2.0,1,1.0,2.0,377,377,0
50033132,7.0,4.0,2015-04-27,2016-12-14,2016-10-18,11211,BROOKLYN,American,158 N 4TH ST,5,2,1,5.0,3.0,4,1.25,0.75,57,597,1
50033133,6.0,8.0,2015-04-09,2017-01-26,2016-04-19,10453,BRONX,Chicken,21 W BURNSIDE AVE,4,1,2,5.0,6.0,3,1.6666666666666667,2.0,282,658,0
50033140,10.0,5.0,2015-03-10,2016-07-28,2015-10-21,10314,STATEN ISLAND,American,2655 RICHMOND AVE,5,2,1,8.0,4.0,4,2.0,1.0,281,506,1
50033147,7.0,3.0,2015-03-10,2016-11-17,2016-10-05,11355,QUEENS,Chinese,4128 MAIN ST,5,1,1,6.0,2.0,4,1.5,0.5,43,618,0
50033149,8.0,6.0,2015-03-24,2016-07-15,2016-01-09,11379,QUEENS,Chinese,8216 ELIOT AVE,5,1,1,7.0,5.0,4,1.75,1.25,188,479,0
50033150,1.0,2.0,2015-10-07,2016-10-06,2015-10-07,11201,BROOKLYN,Bakery,139 SMITH ST,2,1,1,0.0,1.0,1,0.0,1.0,365,365,0
50033151,13.0,8.0,2015-03-27,2017-01-11,2016-06-23,10022,MANHATTAN,American,875 3RD AVE,7,1,4,12.0,4.0,6,2.0,0.6666666666666666,202,656,0
50033152,2.0,1.0,2015-05-13,2016-05-28,2015-05-13,11205,BROOKLYN,Californian,455 MYRTLE AVE,2,1,1,1.0,0.0,1,1.0,0.0,381,381,0
50033154,14.0,10.0,2015-04-14,2016-11-17,2016-09-27,11367,QUEENS,Sandwiches,7132 MAIN ST,7,2,1,12.0,9.0,6,2.0,1.5,51,583,1
50033157,1.0,3.0,2015-05-05,2016-05-17,2015-05-05,10306,STATEN ISLAND,Jewish/Kosher,45 TWOMBLY AVE,2,1,1,0.0,2.0,1,0.0,2.0,378,378,0
50033167,23.0,11.0,2015-04-23,2017-02-06,2017-01-12,10022,MANHATTAN,Italian,398 E 52ND ST,10,1,1,22.0,10.0,9,2.4444444444444446,1.1111111111111112,25,655,0
50033168,6.0,1.0,2015-09-17,2016-05-23,2015-10-05,10013,MANHATTAN,Italian,322 SPRING ST,3,1,1,5.0,0.0,2,2.5,0.0,231,249,0
50033171,2.0,1.0,2015-05-08,2016-05-02,2015-05-08,10017,MANHATTAN,Mexican,465 LEXINGTON AVE,2,1,1,1.0,0.0,1,1.0,0.0,360,360,0
50033181,10.0,4.0,2015-03-16,2017-02-23,2016-10-31,10002,MANHATTAN,Chinese,71A ELDRIDGE ST,5,3,2,7.0,2.0,4,1.75,0.5,115,710,1
50033183,17.0,4.0,2015-03-23,2016-03-31,2015-12-03,10031,MANHATTAN,Asian,3470 BROADWAY,6,2,1,15.0,3.0,5,3.0,0.6,119,374,1
50033184,14.0,3.0,2015-03-25,2016-11-10,2016-09-29,11354,QUEENS,Chinese,3702 PRINCE ST,6,1,1,13.0,2.0,5,2.6,0.4,42,596,0
50033185,12.0,4.0,2015-03-31,2017-01-25,2016-11-09,11102,QUEENS,Pizza,3101 NEWTOWN AVE,5,1,1,11.0,3.0,4,2.75,0.75,77,666,0
50033192,2.0,3.0,2015-04-02,2016-04-05,2015-04-02,11210,BROOKLYN,Chinese,2099 NOSTRAND AVE,2,1,2,1.0,1.0,1,1.0,1.0,369,369,0
50033193,2.0,2.0,2015-04-23,2016-04-20,2015-04-23,11371,QUEENS,American,NKA LAGUARDIA AIRPORT,2,1,1,1.0,1.0,1,1.0,1.0,363,363,0
50033195,1.0,4.0,2015-04-13,2016-04-14,2015-04-13,10038,MANHATTAN,Café/Coffee/Tea,1 CATHERINE ST,2,1,1,0.0,3.0,1,0.0,3.0,367,367,0
50033202,4.0,5.0,2015-04-29,2017-01-12,2016-11-01,11428,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21552 JAMAICA AVE,5,1,2,3.0,3.0,4,0.75,0.75,72,624,0
50033203,7.0,3.0,2015-03-17,2017-03-01,2017-02-06,10036,MANHATTAN,Steak,130 W 47TH ST,5,1,1,6.0,2.0,4,1.5,0.5,23,715,0
50033207,16.0,8.0,2015-04-08,2016-12-15,2016-11-01,11214,BROOKLYN,Turkish,2202 86TH ST,5,1,1,15.0,7.0,4,3.75,1.75,44,617,0
50033209,2.0,2.0,2015-04-08,2016-05-10,2015-04-08,11230,BROOKLYN,Chinese,1411 FOSTER AVE,2,1,1,1.0,1.0,1,1.0,1.0,398,398,0
50033210,2.0,2.0,2015-04-23,2016-04-21,2015-04-23,11371,QUEENS,Seafood,NKA LAGUARDIA TERMINAL C,2,1,1,1.0,1.0,1,1.0,1.0,364,364,0
50033211,1.0,1.0,2015-04-23,2016-04-20,2015-04-23,11371,QUEENS,American,NKA LAGUARDIA AIRPORT TERMINAL C,2,1,1,0.0,0.0,1,0.0,0.0,363,363,0
50033212,7.0,6.0,2015-03-23,2016-12-21,2016-11-17,10013,MANHATTAN,Vegetarian,77 MULBERRY ST,5,1,1,6.0,5.0,4,1.5,1.25,34,639,0
50033229,14.0,11.0,2015-03-19,2016-08-10,2016-03-22,11378,QUEENS,Pizza/Italian,5220 FLUSHING AVE,8,1,2,13.0,9.0,7,1.8571428571428572,1.2857142857142858,141,510,0
50033231,1.0,3.0,2015-06-26,2016-06-01,2015-06-26,10279,MANHATTAN,Salads,233 BROADWAY,2,1,2,0.0,1.0,1,0.0,1.0,341,341,0
50033233,2.0,1.0,2015-04-27,2016-04-28,2015-04-27,10012,MANHATTAN,Asian,123 W 3RD ST,2,1,1,1.0,0.0,1,1.0,0.0,367,367,0
50033234,7.0,5.0,2015-03-26,2016-08-01,2015-12-16,10467,BRONX,Chinese,806 BURKE AVE,5,1,1,6.0,4.0,4,1.5,1.0,229,494,0
50033235,14.0,11.0,2015-03-18,2017-03-29,2016-03-01,11212,BROOKLYN,Spanish,444 MOTHER GASTON BLVD,7,2,1,12.0,10.0,6,2.0,1.6666666666666667,393,742,1
50033236,2.0,2.0,2015-06-04,2016-06-10,2015-06-04,10013,MANHATTAN,Café/Coffee/Tea,99 HUDSON ST,2,1,1,1.0,1.0,1,1.0,1.0,372,372,0
50033249,4.0,2.0,2015-04-17,2016-02-23,2015-05-06,10009,MANHATTAN,American,98 AVENUE C,3,2,1,2.0,1.0,2,1.0,0.5,293,312,1
50033252,14.0,9.0,2015-04-09,2016-11-23,2016-11-21,11222,BROOKLYN,Café/Coffee/Tea,940 MANHATTAN AVE,7,1,1,13.0,8.0,6,2.1666666666666665,1.3333333333333333,2,594,0
50033254,5.0,2.0,2015-10-14,2017-04-01,2017-01-20,11358,QUEENS,Asian,15814 NORTHERN BLVD,3,1,1,4.0,1.0,2,2.0,0.5,71,535,0
50033258,6.0,7.0,2015-04-02,2016-08-03,2015-12-30,11219,BROOKLYN,Jewish/Kosher,4905 13TH AVE,5,1,1,5.0,6.0,4,1.25,1.5,217,489,0
50033264,18.0,7.0,2015-03-24,2016-09-14,2016-08-17,10065,MANHATTAN,Thai,1237 1ST AVE,6,2,1,16.0,6.0,5,3.2,1.2,28,540,1
50033267,13.0,7.0,2015-04-14,2017-03-09,2016-08-30,10003,MANHATTAN,Chinese/Cuban,415 LAFAYETTE ST,5,3,1,10.0,6.0,4,2.5,1.5,191,695,1
50033270,14.0,9.0,2015-03-16,2017-02-06,2016-08-24,10036,MANHATTAN,Spanish,74 W 47TH ST,8,1,1,13.0,8.0,7,1.8571428571428572,1.1428571428571428,166,693,0
50033271,3.0,4.0,2015-04-17,2016-04-15,2015-04-29,10014,MANHATTAN,Spanish,22 LITTLE WEST 12TH ST,3,1,1,2.0,3.0,2,1.0,1.5,352,364,0
50033272,3.0,3.0,2015-04-10,2016-03-31,2015-04-10,11234,BROOKLYN,American,2240 FLATBUSH AVE,2,2,3,1.0,0.0,1,1.0,0.0,356,356,1
50033274,16.0,15.0,2015-03-17,2017-02-22,2017-02-08,11237,BROOKLYN,Pizza,254 IRVING AVE,10,1,1,15.0,14.0,9,1.6666666666666667,1.5555555555555556,14,708,0
50033276,6.0,6.0,2015-04-15,2016-12-09,2016-06-17,10036,MANHATTAN,Mediterranean,700 8TH AVE,4,1,3,5.0,3.0,3,1.6666666666666667,1.0,175,604,0
50033279,2.0,3.0,2015-03-06,2016-04-01,2015-03-06,10002,MANHATTAN,Hamburgers,114 DELANCEY ST,2,1,1,1.0,2.0,1,1.0,2.0,392,392,0
50033281,16.0,7.0,2015-04-15,2017-03-09,2016-07-28,10023,MANHATTAN,Steak,208 W 70TH ST,5,4,1,12.0,6.0,4,3.0,1.5,224,694,1
50033283,10.0,6.0,2015-07-24,2017-02-21,2016-06-17,11109,QUEENS,Italian,4610 CENTER BLVD,5,1,1,9.0,5.0,4,2.25,1.25,249,578,0
50033295,2.0,3.0,2015-04-27,2016-04-08,2015-04-27,11211,BROOKLYN,Delicatessen,810 GRAND ST,2,1,1,1.0,2.0,1,1.0,2.0,347,347,0
50033301,2.0,2.0,2015-05-07,2016-04-20,2015-05-07,10003,MANHATTAN,Café/Coffee/Tea,37 E 8TH ST,2,2,1,0.0,1.0,1,0.0,1.0,349,349,1
50033304,8.0,6.0,2015-04-09,2016-09-28,2016-01-14,11102,QUEENS,Pizza,3204B 30TH AVE,5,1,3,7.0,3.0,4,1.75,0.75,258,538,0
50033305,2.0,1.0,2015-03-10,2016-03-17,2015-03-10,11220,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",4602 8TH AVE,2,1,1,1.0,0.0,1,1.0,0.0,373,373,0
50033308,8.0,4.0,2015-04-01,2016-03-16,2015-10-01,11209,BROOKLYN,Japanese,8618 4TH AVE,5,1,2,7.0,2.0,4,1.75,0.5,167,350,0
50033310,2.0,1.0,2015-04-07,2016-05-11,2015-04-07,10010,MANHATTAN,Mexican,18 W 23RD ST,2,1,1,1.0,0.0,1,1.0,0.0,400,400,0
50033317,9.0,6.0,2016-03-31,2017-01-12,2016-12-14,11435,QUEENS,Chinese,8785 SUTPHIN BLVD,6,1,2,8.0,4.0,5,1.6,0.8,29,287,0
50033318,7.0,5.0,2015-04-09,2016-07-26,2016-01-14,11102,QUEENS,"Juice, Smoothies, Fruit Salads",2912 CRESCENT ST,5,2,2,5.0,3.0,4,1.25,0.75,194,474,1
50033320,1.0,5.0,2015-05-26,2016-05-05,2015-05-26,11239,BROOKLYN,American,528 GATEWAY DR,2,1,1,0.0,4.0,1,0.0,4.0,345,345,0
50033327,7.0,4.0,2015-04-08,2017-02-13,2017-01-25,11691,QUEENS,Chinese,1420 CORNAGA AVE,5,2,1,5.0,3.0,4,1.25,0.75,19,677,1
50033332,7.0,3.0,2015-04-06,2016-12-20,2016-06-16,11209,BROOKLYN,Chinese,7018 3RD AVE,4,1,1,6.0,2.0,3,2.0,0.6666666666666666,187,624,0
50033336,15.0,10.0,2015-05-04,2017-01-19,2016-12-22,11223,BROOKLYN,Jewish/Kosher,543 KINGS HWY,7,2,1,13.0,9.0,6,2.1666666666666665,1.5,28,626,1
50033339,13.0,13.0,2015-04-30,2016-11-14,2016-10-18,10002,MANHATTAN,Chinese,81 CHRYSTIE ST,8,1,2,12.0,11.0,7,1.7142857142857142,1.5714285714285714,27,564,0
50033345,4.0,4.0,2015-04-28,2017-03-01,2016-01-07,10473,BRONX,Chinese,1811 RANDALL AVE,4,1,2,3.0,2.0,3,1.0,0.6666666666666666,419,673,0
50033347,4.0,5.0,2016-05-14,2016-12-19,2016-06-28,11225,BROOKLYN,Chinese,854 FRANKLIN AVE,3,1,3,3.0,2.0,2,1.5,1.0,174,219,0
50033348,7.0,4.0,2015-04-09,2016-12-14,2016-11-17,10453,BRONX,Chinese,1687 MACOMBS RD,5,2,1,5.0,3.0,4,1.25,0.75,27,615,1
50033350,2.0,2.0,2015-04-17,2016-10-12,2015-10-01,11219,BROOKLYN,Bakery,6605 13TH AVE,4,1,1,1.0,1.0,3,0.3333333333333333,0.3333333333333333,377,544,0
50033351,3.0,6.0,2015-03-20,2016-10-05,2015-09-30,10454,BRONX,Chinese,262-66 ALEXANDER AVE,4,1,1,2.0,5.0,3,0.6666666666666666,1.6666666666666667,371,565,0
50033352,11.0,7.0,2015-04-16,2016-10-17,2016-09-13,11365,QUEENS,Chinese,16412 69TH AVE,6,1,3,10.0,4.0,5,2.0,0.8,34,550,0
50033359,8.0,9.0,2015-03-24,2017-01-24,2016-11-16,11215,BROOKLYN,American,278 5TH AVE,5,4,1,4.0,8.0,4,1.0,2.0,69,672,1
50033361,2.0,3.0,2015-06-08,2016-05-19,2015-06-08,10002,MANHATTAN,Asian,250 BROOME ST,2,1,2,1.0,1.0,1,1.0,1.0,346,346,0
50033364,16.0,3.0,2015-04-22,2016-10-03,2016-09-12,10019,MANHATTAN,Tex-Mex,735 10TH AVE,6,2,1,14.0,2.0,5,2.8,0.4,21,530,1
50033365,11.0,5.0,2015-07-09,2017-01-19,2016-09-29,10040,MANHATTAN,American,1 MARGARET CORBIN DR,7,1,1,10.0,4.0,6,1.6666666666666667,0.6666666666666666,112,560,0
50033366,1.0,2.0,2015-03-10,2016-03-23,2015-03-10,11373,QUEENS,Other,4010 82ND ST,2,1,1,0.0,1.0,1,0.0,1.0,379,379,0
50033369,9.0,3.0,2016-01-13,2016-10-24,2016-09-26,10003,MANHATTAN,Café/Coffee/Tea,816 BROADWAY,4,3,1,6.0,2.0,3,2.0,0.6666666666666666,28,285,1
50033398,20.0,10.0,2015-04-09,2016-09-23,2016-09-19,11103,QUEENS,Mediterranean,2442 STEINWAY ST,10,1,1,19.0,9.0,9,2.111111111111111,1.0,4,533,0
50033400,7.0,2.0,2015-04-16,2016-06-24,2015-11-12,11233,BROOKLYN,Pizza,1882 FULTON ST,5,1,1,6.0,1.0,4,1.5,0.25,225,435,0
50033403,3.0,1.0,2015-05-27,2016-04-28,2015-05-27,11354,QUEENS,Chinese,13655 ROOSEVELT AVE,2,2,1,1.0,0.0,1,1.0,0.0,337,337,1
50033405,11.0,7.0,2015-04-29,2016-12-07,2016-11-02,10036,MANHATTAN,Jewish/Kosher,41 W 47TH ST,5,2,1,9.0,6.0,4,2.25,1.5,35,588,1
50033430,2.0,1.0,2015-03-06,2016-03-24,2015-03-06,10018,MANHATTAN,American,48 W 36TH ST,2,2,1,0.0,0.0,1,0.0,0.0,384,384,1
50033431,21.0,15.0,2015-04-28,2017-02-03,2017-01-05,11212,BROOKLYN,Spanish,1567A PITKIN AVE,9,1,3,20.0,12.0,8,2.5,1.5,29,647,0
50033432,11.0,9.0,2015-04-08,2016-06-17,2015-11-30,10038,MANHATTAN,American,5 MADISON ST,6,1,1,10.0,8.0,5,2.0,1.6,200,436,0
50033434,7.0,6.0,2015-05-27,2016-11-10,2016-08-31,10065,MANHATTAN,American,1109 1ST AVE,6,1,1,6.0,5.0,5,1.2,1.0,71,533,0
50033435,2.0,2.0,2015-08-14,2016-09-22,2015-08-14,10014,MANHATTAN,American,99 GANSEVOORT ST,2,1,1,1.0,1.0,1,1.0,1.0,405,405,0
50033436,8.0,6.0,2015-04-16,2016-06-07,2015-10-06,11215,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",460 3RD AVE,5,1,1,7.0,5.0,4,1.75,1.25,245,418,0
50033445,13.0,4.0,2015-04-07,2017-03-23,2016-08-08,11432,QUEENS,Caribbean,8915 165TH ST,7,1,1,12.0,3.0,6,2.0,0.5,227,716,0
50033448,4.0,2.0,2015-06-24,2016-05-10,2015-06-24,11211,BROOKLYN,American,39 BUSHWICK AVE,2,2,1,2.0,1.0,1,2.0,1.0,321,321,1
50033451,4.0,1.0,2015-06-18,2016-05-12,2015-07-01,10005,MANHATTAN,Italian,70 SOUTH ST,3,1,1,3.0,0.0,2,1.5,0.0,316,329,0
50033454,8.0,6.0,2015-07-07,2017-02-17,2015-12-29,11203,BROOKLYN,Caribbean,888 UTICA AVE,4,1,1,7.0,5.0,3,2.3333333333333335,1.6666666666666667,416,591,0
50033458,6.0,3.0,2015-05-05,2016-04-21,2015-06-10,10014,MANHATTAN,French,715 WASHINGTON ST,3,1,1,5.0,2.0,2,2.5,1.0,316,352,0
50033462,1.0,3.0,2015-04-07,2016-04-15,2015-04-07,10011,MANHATTAN,"Juice, Smoothies, Fruit Salads",135 W 20TH ST,2,1,2,0.0,1.0,1,0.0,1.0,374,374,0
50033468,1.0,3.0,2015-06-25,2016-06-09,2015-06-25,10011,MANHATTAN,American,111A 11th AVENUE,2,1,2,0.0,1.0,1,0.0,1.0,350,350,0
50033471,15.0,6.0,2015-04-07,2017-01-04,2016-11-25,11432,QUEENS,Bangladeshi,8777 168TH PL,8,1,1,14.0,5.0,7,2.0,0.7142857142857143,40,638,0
50033472,16.0,11.0,2015-03-11,2017-01-26,2016-07-06,10453,BRONX,Pizza,1723 UNIVERSITY AVE,7,1,2,15.0,9.0,6,2.5,1.5,204,687,0
50033478,10.0,3.0,2015-06-08,2016-09-08,2016-08-18,10033,MANHATTAN,Pizza,804 W 187TH ST,6,1,1,9.0,2.0,5,1.8,0.4,21,458,0
50033480,10.0,5.0,2015-05-27,2017-01-12,2016-12-15,11225,BROOKLYN,American,1136 PRESIDENT ST,5,2,1,8.0,4.0,4,2.0,1.0,28,596,1
50033484,15.0,2.0,2015-04-30,2017-03-17,2016-06-14,11372,QUEENS,Mexican,9558 ROOSEVELT AVE,7,2,1,13.0,1.0,6,2.1666666666666665,0.16666666666666666,276,687,1
50033491,10.0,6.0,2015-07-15,2017-03-23,2016-08-30,11217,BROOKLYN,American,388 ATLANTIC AVE,7,2,1,8.0,5.0,6,1.3333333333333333,0.8333333333333334,205,617,1
