,search_info,google_name,rating
50003977,"gorilla coffee 472 BERGEN ST, NY",gorilla coffee,4.1
50003978,"bonnie vee 17 STANTON ST, NY",bonnie vee,4.3
50003981,"subway 5420 MYRTLE AVE, NY",subway®restaurants,3.4
50003984,"g&b terminal deli 22 BROOKLYN TERMINAL MARKET, NY",SEARCH FAILURE,
50003990,"new choy hing restaurant 1201 BUSHWICK AVE, NY",new choy hing,3.7
50004028,"chipotle mexican grill 28 W 40TH ST, NY",chipotle mexican grill,3.6
50004033,"chipotle mexican grill 234 5TH AVE, NY",chipotle mexican grill,3.9
50004057,"united miners soccer club 3401 45TH ST, NY",united minners soccer club,4.6
50004065,"rinconcito familiar mexican cuisine 4118 5TH AVE, NY",rinconcito familiar,4.8
50004071,"secrets 724 NOSTRAND AVE, NY",secrets,3.5
50004075,"canele by celine 400 E 82ND ST, NY",canele by celine,4.4
50004076,"el potrero sport bar 4612 GREENPOINT AVE, NY",el potrero sports bar,3.2
50004089,"eclair bakery 305 E 53RD ST, NY",eclair bakery,4.6
50004090,"chelsea deli and bakery 254 8TH AVE, NY",chelsea deli & bakery,3
50004097,"mitchell's kitchen 261 PATCHEN AVE, NY",mitchell's kitchen,4.8
50004099,"jac mao chinese cuisine 1771 HYLAN BLVD, NY",jac mao,3.9
50004117,"g's restaurant & bar 13920 243RD ST, NY",g's restaurant & bar,3.8
50004130,"avenue p appetizer 466 AVENUE P, NY",avenue p appetizers & bagels,3.8
50004133,"fogo de chao 40 W 53RD ST, NY",fogo de chão brazilian steakhouse,4.3
50004134,"angus club steakhouse 135 E 55TH ST, NY",angus club steakhouse,4.8
50004139,"fortune cookie 1351 FOREST AVE, NY",fortune cookie chinese restaurant,3.7
50004143,"lunitas 1039A FULTON ST, NY",lunitas,4.7
50004144,"one star 147 W 24TH ST, NY",one star,3.9
50004146,"crystal's restaurant 9911 39TH AVE, NY",SEARCH FAILURE,
50004148,"chipotle mexican grill 88 UNIVERSITY PL AKA 24 E 12TH ST, NY",SEARCH FAILURE,
50004149,"chipotle mexican grill 504 6TH AVE, NY",chipotle mexican grill,3.8
50004153,"salvation burger 230 E 51ST ST, NY",salvation burger,4
50004166,"union pizza works 423 TROUTMAN ST, NY",union pizza works,4.5
50004167,"mcdonald's 3146 21ST ST, NY",mcdonald's,3.4
50004168,"mcdonald's 3255 31ST ST, NY",mcdonald's,3.5
50004171,"buonissima pizzeria 7203 20TH AVE, NY",buonissima pizza,3.8
50004182,"chole's restaurant & lounge 9413 AVENUE L, NY",chole's mexican restaurant,3.6
50004183,"lima 33 25404 NORTHERN BLVD, NY",lima 33 restaurant,4
50004189,"raizes churrascaria 139 NASSAU AVE, NY",raizes churrascaria,4.1
50004192,"the other place 10319 METROPOLITAN AVE, NY",the other place,3.7
50004193,"sunstone tortillas express 5411 5TH AVE, NY",sunstone tortillas express,3.1
50004203,"bullpen deli 66 E 161ST ST, NY",SEARCH FAILURE,
50004211,"dunkin' donuts 122 FULTON ST, NY",dunkin' donuts,3.7
50004213,"ho wah restaurant 551 GATES AVE, NY",ho wah restaurant,4
50004216,"kfc 8715 NORTHERN BLVD, NY",kfc,3.4
50004221,"insomnia cookies 116 MACDOUGAL ST, NY",insomnia cookies,4
50004244,"analogue 19 W 8TH ST, NY",analogue,4.3
50004259,"arata izumi japanese restaurant 139 W 28TH ST, NY",izumi sushi,3.6
50004261,"baby's all right 146 BROADWAY, NY",baby's all right,4.3
50004262,"halal hut fried chicken & pizza 2280 BATHGATE AVE, NY",halal hot fried chicken,4
50004269,"pergola 36 36 W 28TH ST, NY",pergola,3.9
50004270,"zu rang ny 4114 162ND ST, NY",zu rang restaurant,4
50004274,"j & c delicias 3761 79TH ST, NY",j & c delicias,4.8
50004275,"lucky luna 167 NASSAU AVENUE, NY",lucky luna,4
50004276,"ocabanon 245 W 29TH ST, NY",ocabanon,4.4
50004278,"new kam lai 708 AMSTERDAM AVE, NY",new kam lai,3.3
50004282,"pizza hut 8925 AVENUE D, NY",pizza hut,2.5
50004285,"pizza hut 140 EMPIRE BOULEVARD, NY",pizza hut,2.8
50004296,"four seasons hotel new york 57 E 57TH ST, NY",four seasons hotel,4.4
50004298,"nuchas 97 W 32ND ST, NY",nuchas,3.4
50004299,"emmetts 50 MACDOUGAL ST, NY",emmett's,4.4
50004302,"fresh take juice bar 2245 WESTCHESTER AVE, NY",juice bar,3.6
50004303,"teng dragon 2260 1ST AVE, NY",teng dragon,3.8
50004304,"oasis coffee shop 390 TIFFANY ST, NY",oasis coffee shop,4.5
50004307,"kfc 9015 QUEENS BLVD, NY",kfc,3.7
50004308,"kfc 5717 QUEENS BLVD, NY",kfc,3.5
50004309,"kfc 17546 HILLSIDE AVE, NY",kfc,3.5
50004311,"kfc 1615 UTICA AVE, NY",kfc,3
50004312,"kfc 242 E 14TH ST, NY",kfc,3.3
50004313,"kfc 942 FLATBUSH AVE, NY",kfc,3.5
50004317,"kennedy fried chicken 2115 GRAND CONCOURSE, NY",kennedy fried chicken,2.7
50004318,"kfc, taco bell 2026 CONEY ISLAND AVE, NY",taco bell,2.8
50004319,"kfc 798 4TH AVE, NY",kfc,3.6
50004322,"rico pollo ii restaurant 3352 FULTON ST, NY",rico pollo restaurant,4.2
50004327,"kfc 458 UTICA AVE, NY",kfc,3.5
50004328,"kfc 534 CONEY ISLAND AVE, NY",kfc,3.1
50004330,"kfc 5223 5TH AVE, NY",kfc,3.2
50004333,"sabi sushi 1 W 58TH ST, NY",the plaza food hall,4.4
50004334,"chop't 1376 3RD AVE, NY",chop't,4.1
50004337,"panini la cafe 45 LEE AVE, NY",panini,4.5
50004339,"hinata ramen 159 E 55TH ST, NY",hinata ramen,4.3
50004343,"texas new fried chicken 803 CYPRESS AVE, NY",new texas fried chickens,3.9
50004346,"kfc 2755 BROADWAY, NY",kfc,3.5
50004347,"kfc 9201 5TH AVE, NY",kfc,3.2
50004348,"fair weather bushwick 274 WYCKOFF AVE, NY",fair weather bushwick,3.9
50004349,"kfc 15203 NORTHERN BLVD, NY",kfc,3.6
50004350,"kfc 15805 UNION TPKE, NY",kfc,3.1
50004351,"il porto brick oven ristorante 37 WASHINGTON AVE, NY",il porto,4.3
50004352,"kfc 2160 FLATBUSH AVE, NY",kfc,3.2
50004368,"fortune cookie 7604-6 13TH AVE, NY",fortune cookie open kitchen,3
50004374,"pok pok ny 117 COLUMBIA ST, NY",pok pok ny,4.3
50004377,"arepas cafe 3307 36TH AVE, NY",arepas cafe,4.4
50004379,"butter  restaurant 70 W 45TH ST, NY",butter,4
50004389,"roxy diner 694 8TH AVE, NY",roxy diner,2.2
50004392,"petite fleury bakery 4630 FLATLANDS AVE, NY",petite fleury bakery,5
50004396,"bagel chief 2169 BATH AVE, NY",bagel chief,4.5
50004403,"swallow cafe 205 N 9TH ST, NY",swallow cafe,4
50004408,"di di 183 PORT RICHMOND AVE, NY",yang didi,4.1
50004411,"subway 2085 LEXINGTON AVE, NY",subway®restaurants,3.7
50004412,"bondurants 303 E 85TH ST, NY",bondurants,4.6
50004415,"golden krust 13338 SPRINGFIELD BLVD, NY",golden krust caribben bakery & grill,3.6
50004431,"citizens of chelsea 401 W 25TH ST, NY",citizens of chelsea,4.1
50004433,"dali market 461 7TH AVE, NY",sandwich nyc | dali market,4.4
50004436,"checkers 1130 MYRTLE AVE, NY",checkers,3.5
50004437,"18 east gunhill pizza 18 E GUN HILL RD, NY",four brothers pizzeria,4.2
50004442,"bakery on 3rd cafe 1885 3RD AVE, NY",bakery on 3rd cafe,3.8
50004444,"kung fu little steamed buns ramen 811 8TH AVE, NY",real kung fu little steamed buns ramen,4.1
50004448,"u.s. kennedy fried chicken pizza 1335 PROSPECT AVE, NY",kennedy fried chicken,4.3
50004449,"brother's pizzera 27 E KINGSBRIDGE RD, NY",brother's pizza,3.4
50004456,"justino's pizzeria 77 PEARL ST, NY",justino's pizza,4
50004464,"mama's empanadas 8505 NORTHERN BLVD, NY",mama's empanadas,3.9
50004469,"barista 1111 44TH RD, NY",barista panini house,4.4
50004472,"pisillo italian panini 97 NASSAU ST, NY",pisillo italian panini,4.7
50004473,"loft NKA JFK INTERNATIONAL AIRPORT, NY",SEARCH FAILURE,
50004480,"xian famous foods 2675 BROADWAY, NY",xi'an famous foods,4.5
50004482,"golden china pavilion 2102 EASTCHESTER RD, NY",china pavillion,3.5
50004483,"eddie fancy food 8611 19TH AVE, NY",elza fancy food,4.1
50004484,"loong xin asian cuisine 670 E 233RD ST, NY",loong xin asian cuisine,3.9
50004486,"happy gathering 3220 34TH AVE, NY",SEARCH FAILURE,
50004488,"king's wok chinese restaurant 19906 LINDEN BLVD, NY",kings wok,4.5
50004490,"new united ii 53 ROCKAWAY AVE, NY",new united chinese kitchen,4
50004496,"taqueria el puente 9300 5TH AVE, NY",el puente,4.2
50004498,"peachwave frozen yogurt 602 E 187TH ST, NY",peachwave frozen yogurt,4.5
50004501,"sushi fussion 224 W 35TH ST, NY",sushi fussion nyc,4.5
50004503,"maison kayser 1800 BROADWAY, NY",maison kayser,4.4
50004505,"red star 2060 ACP JR BLVD, NY",red star,3.7
50004512,"tio luca 421 MALCOLM X BLVD, NY",tio luca,4.5
50004516,"madang 328 BRADLEY AVE, NY",SEARCH FAILURE,
50004520,"new peking garden 8907 139TH ST, NY",peking garden,3.4
50004551,"kennedy fried chicken 730 E 149TH ST, NY",kennedy fried chicken,3.6
50004552,"the little beet / melt shop 135 W 50TH ST, NY",the little beet,4.2
50004556,"gran familia mexicana restaurant 117 AVENUE U, NY",gran familia,4.2
50004559,"kuho sushi 1701-1703 65TH ST, NY",65 kuho sushi &hot pot,4.3
50004560,"rose bakery 160 LEXINGTON AVE, NY",rose bakery,5
50004563,"kanan indian restaurant 452 3RD AVE, NY",kanan,4.2
50004565,"pitkin bonao grill restaurant 2678 PITKIN AVE, NY",pitkin bonao grill,4.2
50004569,"pizza hut 11114 FLATLANDS AVE, NY",pizza hut,2.9
50004570,"pizza hut 11102 SUTPHIN BLVD, NY",pizza hut,3
50004575,"jen's roti shop # 3 12328 ROCKAWAY BLVD, NY",SEARCH FAILURE,
50004578,"lucky chicken 377 1ST AVE, NY",lucky chicken,3.6
50004579,"subway 400 MYRTLE AVE, NY",subway®restaurants,2.8
50004585,"snack eos 522 9TH AVE, NY",snack eos,4.3
50004587,"bay leaf indian food 561 FLATBUSH AVE, NY",bay leaf,3.8
50004589,"by the way bakery 2442 BROADWAY, NY",by the way bakery,4.9
50004596,"ost cafe 511 GRAND ST, NY",ost cafe,4.3
50004597,"lin long xuan restaurant inc 13677 41ST AVE, NY",ling long xuan restaurant,4.2
50004599,"bella pizza of bronx 4555 3RD AVE, NY",bella pizza,4.4
50004608,"pastora restaurant pizzeria 967 E 167TH ST, NY",pastora restaurant,4.4
50004613,"amarin cafe 617 MANHATTAN AVE, NY",amarin cafe,4.5
50004615,"piada 768 5TH AVE, NY",piada,4.8
50004619,"tasty dumpling 42 MULBERRY ST, NY",tasty dumpling,4.1
50004620,"saketumi 118 MONTAGUE ST, NY",saketumi asian bistro,4.6
50004621,"drink-tea 4722 8TH AVE, NY",drink- tea,4.3
50004623,"schnippers 570 LEXINGTON AVE, NY",schnippers,3.9
50004629,"tropical jerk 1209 40TH AVE, NY",e & j tropical jerk,3.4
50004633,"east buffet & restaurant 4207 MAIN ST, NY",east buffet,4.1
50004651,"infirmary 1720 2ND AVE, NY",infirmary nyc,4.3
50004654,"bavaria bierhouse 19 S WILLIAM ST, NY",bavaria bierhaus,3.8
50004655,"ramona 113 FRANKLIN ST, NY",ramona,4.7
50004668,"kfc/taco bell 108-30 FLATLANDS AVE, NY",kfc,3
50004669,"little lamb 40-24 COLLEGE POINT BLVD, NY",little lamb mongolian hot pot,3.6
50004673,"a taste of shanghai restaurant 3907 PRINCE ST, NY",a taste of shanghai,3.2
50004674,"kori tribeca 253 CHURCH ST, NY",kori tribeca,4.1
50004680,"dover 412 COURT ST, NY",dover,4.4
50004681,"the clam 420 HUDSON ST, NY",the clam,4.2
50004682,"i love pizza 3075 3RD AVE, NY",daisy's pizza,3.7
50004684,"china blue 451 WASHINGTON ST, NY",china blue 傾 國,4.4
50004698,"rosebank pizza 1372 BAY ST, NY",rose bank pizza,3.8
50004699,"xe lua restaurant 86 MULBERRY ST, NY",new xe lua,4.3
50004704,"otafuku 220 E 9TH STREET, NY",otafuku,4.4
50004706,"tony roma's 673 ATLANTIC AVE, NY",atlantic social,3
50004708,"la goulette 159 GRAND STREET, NY",la goulette restaurant,4.7
50004709,"guacuco hot dogs 234 STARR STREET, NY",gua-cu-co hot dogs,4.4
50004710,"dunkin' donuts, baskin robbins 1030 154TH ST, NY",baskin-robbins,4.3
50004713,"beetle house 308 E 6TH ST, NY",beetle house,3.6
50004721,"popeyes louisiana kitchen 21903 N CONDUIT AVE, NY",popeyes louisiana kitchen,3.3
50004725,"prince pizza 1101 AVENUE U, NY",prince pizza,4.2
50004726,"fire grilled burgers 1077 BAY ST, NY",fire grilled burgers,3.9
50004737,"the bake shop by woops 548 DRIGGS AVE, NY",woops! bakeshop,4.4
50004740,"thai cafe 925 MANHATTAN AVE, NY",thai cafe,4.2
50004769,"crown fried chicken 235 RALPH AVE, NY",crown fried chicken & pizza,3.9
50004771,"cutting board flushing 3720 PRINCE ST, NY",cutting board flushing,4.2
50004773,"new garden restaurant 4317 BEACH CHANNEL DR, NY",new garden,3.2
50004776,"kennedy fried chicken 13604 NORTHERN BLVD, NY",kennedy fried chicken,3.1
50004777,"new giant chinese food 1823 ASTORIA BLVD, NY",giant,3.8
50004782,"polpette 483 AMSTERDAM AVE, NY",polpette,4.4
50004783,"oishi sushi 929 MANHATTAN AVE, NY",oishi,4.5
50004788,"51st bakery and cafe 5-33 51ST AVE, NY",51st bakery & cafe,4.6
50004792,"j's wong 717 FRANKLIN AVE, NY",j's wong,4.6
50004793,"the peacock/the shakespeare 24 E 39TH ST, NY",the shakespeare,4.1
50004795,"kosher haven (brooklyn college) 2900 BEDFORD AVENUE, NY",brooklyn college,4
50004803,"ramen thukpa 70 7 AVENUE SOUTH, NY",ramen thukpa,4.3
50004805,"china dragon express 3467 ATLANTIC AVE, NY",china dragon express,4.6
50004809,"bar bacon 836 9TH AVE, NY",barbacon,4.3
50004812,"china garden 1205 STRATFORD AVE, NY",china garden restaurant,4.5
50004815,"shaka burrito 210 E 23RD ST, NY",shaka burrito,3.1
50004817,"starbucks TERMINAL 5 JFK INTERNATIONAL AIRPORT, NY",jetblue terminal 5,4.2
50004825,"the old siam restaurant and bar 6912 AUSTIN ST, NY",the old siam restaurant,3.6
50004830,"crowne plaza-jfk airport 13810 135TH AVE, NY",crowne plaza jfk airport new york city,3.9
50004836,"mitoushi sushi asian fusion 2478 CONEY ISLAND AVE, NY","mitoushi sushi, asian fusion",4
50004837,"chuck e. cheese's 700 EXTERIOR ST, NY",chuck e. cheese's,3.7
50004838,"tommy's 3750 BROADWAY, NY",tommy's grill & pizzeria,3.2
50004839,"pho 580 GRAND ST, NY",SEARCH FAILURE,
50004846,"18 hipot 8204 18TH AVE, NY",18hipot,4.2
50004849,"holiday inn- brookville bar & restaurant 15471 BROOKVILLE BLVD, NY",holiday inn express & suites dayton west - brookville,4.2
50004852,"untamed sandwiches 43 W 39TH ST, NY",untamed sandwiches,4.5
50004854,"a&e networks 235 E 45TH ST, NY",a+e networks,2.7
50004859,"vinny's pit stop 24121 BRADDOCK AVE, NY",pit stop,4.5
50004861,"min jiang mini cafe 67 ELDRIDGE ST, NY",min jiang mini cafe,4.8
50004862,"up thai 1411 2ND AVE, NY",up thai,4.5
50004863,"hungry ghost coffee bar at fulton 781 FULTON ST, NY",hungry ghost,4.6
50004868,"lunchbox lic 4227 35TH AVE, NY",lunchbox,4.5
50004870,"china moon chinese restaurant 21613 LINDEN BLVD, NY",SEARCH FAILURE,
50004871,"jadore cakes 986 WINTHROP ST, NY",j'adore cakes,3.7
50004877,"american cheez 444 7TH AVE, NY",american cheez,4.7
50004883,"bread brothers bagel cafe 220 BUSHWICK AVE, NY",bread brothers bagel cafe,3.7
50004900,"c j's bar & lounge 13709 CROSSBAY BLVD, NY",c j's sports bar,4.2
50004901,"brooklyn steak co. 1316 AVENUE M, NY",brooklyn steak co.,4.7
50004905,"tarros bar 11113 ROOSEVELT AVE, NY",SEARCH FAILURE,
50004906,"miansai 33 CROSBY ST, NY",miansai soho,4.7
50004910,"dunkin' donuts 9502 37TH AVE, NY",dunkin' donuts,3
50004923,"arunee thai 7823 37TH AVE, NY",arunee thai,4.1
50004928,"gotham stadium tennis center cafe 725 EXTERIOR ST, NY",stadium tennis center,4.7
50004931,"tei nei ya 25120 NORTHERN BLVD, NY",teinei ya,4.4
50004932,"congress 208 COURT ST, NY",congress bar,4.3
50004933,"mee noodle shop 223 1ST AVE, NY",mee noodle shop & grill,4.5
50004934,"richi rich palace 11017 ATLANTIC AVE, NY",richi rich palace,3.5
50004936,"friends and lovers 641 CLASSON AVE, NY",friends and lovers,4.3
50004943,"caspiy 1309 AVENUE Z, NY",caspiy,4.4
50004944,"tonel restaurant & lounge 1236 ROGERS AVE, NY",tonel,3.6
50004960,"the civil service cafe 279 NOSTRAND AVE, NY",the civil service café,4.1
50004964,"diamond horseshoe 235 W 46TH ST, NY",diamond horseshoe,4.4
50004969,"dino's pizza & pasta 5418 31ST AVE, NY",dino's pizza,4.3
50004978,"injera restaurant 11 ABINGDON SQ, NY",injera,4.3
50004991,"kava shteeble 94 RALPH AVE, NY",kava shteeble,4.5
50004999,"rasa 25 W 8TH ST, NY",rasa,4.5
50005000,"hill country barbecue market 345 ADAMS ST, NY",hill country barbecue market,4
50005001,"hill country chicken 345 ADAMS ST, NY",hill country chicken,3.9
50005003,"doughnuttery 425 W 15TH ST, NY",doughnuttery,4
50005005,"bequ juice 350 E 9TH ST, NY",bequ juice,4.8
50005011,"starbucks coffee 2621 BROADWAY, NY",starbucks,3.6
50005013,"kaffe 1668 530 5TH AVE, NY",kaffe 1668,4.2
50005021,"tonys pizzeria 51 E KINGSBRIDGE RD, NY",tony's pizzeria,3.4
50005024,"hibachi on the run 1143 CLARKSON AVE, NY",hibachi on the run,2.8
50005026,"mcdonald's 3143 ATLANTIC AVE, NY",mcdonald's,3.4
50005029,"gasoline alley coffee 154 GRAND ST, NY",gasoline alley coffee,4.8
50005056,"l'unique bar & restaurant 1773 NOSTRAND AVE, NY",l'unique bar,4
50005057,"rouge nyc 94 RIVINGTON ST, NY",rouge nyc,4.2
50005058,"xiao le yuan bakery 5711 5TH AVE, NY",SEARCH FAILURE,
50005059,"freehold 45 S 3RD ST, NY",freehold,4.4
50005067,"american whiskey 247 W 30TH ST, NY",american whiskey,4.1
50005068,"jalapeno king 719 5TH AVE, NY",jalapeno king,4.6
50005071,"block pizza 5677 RIVERDALE AVE, NY",the pizza block,3.4
50005073,"harlem karibe take out 2234 ADAM CLAYTON POWEL JR BLVD, NY",harlem karibe,4.2
50005075,"apple jack diner 1725 BROADWAY, NY",applejack diner,3.6
50005081,"new woks kitchen 6006 KISSENA BLVD, NY",new wok's kitchen,3.8
50005085,"el nuevo tina restaurant 511 W 125TH ST, NY",el nuevo tina,3.6
50005087,"beija-flor 3802 29TH ST, NY",beija flor,4.3
50005093,"subway 4316 DITMARS BLVD, NY",subway,3
50005098,"dunkin' donuts 1342 AMSTERDAM AVE, NY",dunkin' donuts & baskin robbins,3.8
50005104,"aya sushi 314 W 39TH ST, NY",aya sushi,3.2
50005105,"kfc, taco bell, south philly steaks & fries 2655 RICHMOND AVE, NY",taco bell,2.8
50005115,"crispy & tasty 8769 PARSONS BLVD, NY",crispy crust pizza,4.3
50005122,"konditori 687 MANHATTAN AVE, NY",konditori,4
50005125,"good taste #1 235 KINGSTON AVE, NY",SEARCH FAILURE,
50005128,"smoocha 315 5TH AVE, NY",smoocha tea & juice bar,3.6
50005130,"may chun garden 4075 JUNCTION BLVD, NY",may chun garden,4.6
50005131,"andrea's chicken 5627 61ST ST, NY",andrea’s chicken,4.3
50005133,"lot 45 411 TROUTMAN ST, NY",lot 45,4.2
50005134,"kinfolk 94 WYTHE AVE, NY",kinfolk 94,4.4
50005137,"roots 639 5TH AVE, NY",roots cafe,4.7
50005138,"henry's local 570 HENRY ST, NY",henry's local,4.3
50005141,"todd english food hall 768 5TH AVE, NY",the todd english food hall,3.6
50005142,"empire steakhouse 237 W 54TH ST, NY",empire steak house,4
50005151,"greek family kitchen 212-02 UNION TPKE, NY",greek family kitchen,4.3
50005160,"famous famiglia pizzeria 7420 ROOSEVELT AVE, NY",famous famiglia pizzeria,3.5
50005163,"fortune bakery 5612 8TH AVE, NY",SEARCH FAILURE,
50005165,"simon's bbq ii 5224 8TH AVE, NY",simon's bbq,4.4
50005171,"the royal palms shuffleboard club 514 UNION ST, NY",the royal palms shuffleboard club,4.4
50005174,"sushi island 8718 QUEENS BLVD, NY",sushi island,4.1
50005176,"tous les jours 4235 Main ST, NY",tous les jours,3.7
50005177,"fortune place 286 BROADWAY, NY",fortune place one,3.7
50005180,"j & b yummy pizza 5507 5TH AVE, NY",j&b yummy pizza,3.8
50005183,"coco & cru/sweetwater social 643 BROADWAY, NY",coco,4.3
50005184,"hibino lic 1070 JACKSON AVE, NY",hibino lic,4.5
50005186,"happy world chinese restaurant 9603 37TH AVE, NY",happy world,4.3
50005189,"convene 101 PARK AVE, NY",convene conference center,5
50005190,"flinders lane 162 AVENUE A, NY",flinders lane,4.4
50005192,"onis restaurant 226 WILLIS AVE, NY",onis restaurant,1.8
50005196,"atlantic freeze 620 ATLANTIC AVE, NY",SEARCH FAILURE,
50005198,"m & w bakery 4705 8TH AVE, NY",SEARCH FAILURE,
50005201,"hong kong cafe chinese restaurant 357 FRANKLIN AVE, NY",hong kong cafe,4.5
50005205,"double dutch espresso 2194 FREDRICK DOUGLAS BLVD, NY",double dutch espresso,4.4
50005214,"brooklyn safe house 120 FRANKLIN ST, NY",brooklyn safehouse,4.8
50005218,"grini's bakery 645 LENOX AVE, NY",grini's bakery,4
50005224,"bouley botanical 35 WHITE ST, NY",bouley botanical,4.3
50005232,"k-town food court 46-40 FRANCIS LEWIS BOULEVARD, NY",h mart,4.2
50005240,"e fresh 27116 UNION TPKE, NY",e fresh,4.7
50005249,"the westbury inn 673 FLATBUSH AVE, NY",the westbury inn,4.2
50005250,"777 theater bar 777 8TH AVE, NY",777 rehearsal studios,3
50005253,"palace fried chicken 10402 JAMAICA AVE, NY",palace fried chicken,4.4
50005257,"dunkin' donuts 527 METROPOLITAN AVE, NY",dunkin' donuts,3.8
50005258,"dunkin' donuts 7927 MAIN ST, NY",dunkin' donuts,3.7
50005259,"kennedy fried chicken & pizza 4400 WHITE PLAINS RD, NY",kennedy fried chicken & pizza,2.7
50005264,"876 bar lounge 1320 E GUN HILL RD, NY",SEARCH FAILURE,
50005268,"king river chinese  restaurant 8018 31ST AVE, NY",king river,3.4
50005269,"no. 1 chinese restaurant 661 NOSTRAND AVE, NY",no. 1 chinese kitchen,4.3
50005275,"sapore di italia 245 HARMAN ST, NY",sapore di italia,3.8
50005277,"pizza vino 0 JFK INTERNATIONAL AIRPORT, NY",john f. kennedy international airport,4
50005283,"china city 1282 NOSTRAND AVE, NY",china city,2.8
50005284,"the cafe @ greene st 110 GREENE ST, NY",SEARCH FAILURE,
50005287,"blend 4540 CENTER BLVD, NY",blend on the water,3.9
50005293,"adar lounge 1637 PARK AVE, NY",a’dar lounge,4.7
50005295,"living roomrestaurant and lounge 178 AVENUE U, NY",living room restaurant & lounge,4.2
50005299,"acey ducey's 10117 METROPOLITAN AVE, NY",acey ducey's,4.7
50005302,"desert rose cafe & lounge 4459 AMBOY RD, NY",desert rose cafe and catering,5
50005306,"gou bang zi chicken 13620 ROOSEVELT AVE, NY",SEARCH FAILURE,
50005309,"kennedy fried chicken 286 E 149TH ST, NY",kennedy fried chicken,4
50005314,"kai sushi asian fusion 1475 WILLIAMSBRIDGE RD, NY",kai asian fusion,4.1
50005317,"liquiteria 170 2ND AVE, NY",liquiteria,4.2
50005320,"new 888 china express 88 E. BROADWAY, NY",SEARCH FAILURE,
50005327,"lea 1022 CORTELYOU RD, NY",lea,4.1
50005330,"benny's chao king restaurant 906 COLUMBUS AVE, NY",benny's lung sheng,4.7
50005331,"vivid cabaret 61 W 37TH ST, NY",vivid cabaret,3.7
50005340,"asian gourmet 5711 MAIN ST, NY",asian gourmet,4.1
50005341,"friend restaurant 11015 101ST AVE, NY",SEARCH FAILURE,
50005345,"mikaku 85 KENMARE ST, NY",mikaku sushi,4.5
50005347,"cold cut city bunny deli 2 228 W 231ST ST, NY",bunny deli's cold cut city,3.5
50005349,"yanky's pizza 4502 16TH AVE, NY",yanky's pizza,3.7
50005351,"chipotle mexican grill 1 METROTECH CTR, NY",chipotle mexican grill,3.6
50005361,"rocca cafe & lounge 2712 EMMONS AVE, NY",rocca cafe & lounge,4.5
50005363,"jia xing restaurant 430 4TH AVE, NY",taste of china,3.6
50005370,"new ho wah chinese food 195-19 JAMAICA AVE, NY",ho wah,2.8
50005377,"ace bagel & roll 5906 MAIN ST, NY",ace bagel & roll,3.7
50005379,"parish 223 7TH AVE, NY",parish cocktail bar,4.6
50005384,"yummy yummy 271 PORT RICHMOND AVE, NY",yummy yumy,2.7
50005390,"jumbo pizza 3594 BROADWAY, NY",jumbos pizza,4.5
50005395,"soy sauce 6822 MAIN ST, NY",soysauce glatt kosher chinese take-out,3.6
50005398,"peking chinese restaurant 6978 188TH ST, NY",peking,3.3
50005403,"icon 3184 33RD ST, NY",icon bar,3.7
50005405,"xai xai wine bar 365 W 51ST ST, NY",aria hell's kitchen,4.1
50005411,"tropicana 4042 JUNCTION BLVD, NY",tropicana 2 restaurant,4.5
50005413,"subway 262 ARDEN AVE, NY",subway®restaurants,2.8
50005416,"tortillas king 7103 18TH AVE, NY",tortillas king,2.8
50005429,"al-araf halal fried chicken and frozen delights 7603 37TH AVE, NY",al-araf halal fried chicken & frozen delights,3.9
50005440,"roof sports bar & grill 1805 NOSTRAND AVE, NY",roof sports bar and grill,4
50005442,"griddle cafe deli 3018 HUNTERS POINT AVE, NY",griddle cafe & deli,4
50005443,"caffe bene 4 W 14TH ST, NY",caffebene,3.8
50005444,"pastrami queen 1125 LEXINGTON AVE, NY",pastrami queen,4
50005446,"pizza guys 3609 BROADWAY, NY",pizza guys,3.1
50005447,"the kitchen 4811 43RD AVE, NY",the kitchen,4.3
50005457,"birch coffee 62 MADISON AVE, NY",birch coffee,4.5
50005465,"the johnson's 369 TROUTMAN ST, NY",the johnson's,4.3
50005466,"kennedy fried chicken 1676 NOSTRAND AVE, NY",kennedy fried chicken,4.3
50005469,"little caesars 3533 BOSTON RD, NY",little caesars pizza,2.6
50005471,"budin 114 GREENPOINT AVE, NY",budin,4.5
50005474,"camila's cafe 358 COLUMBIA ST, NY",camila's cafe,4.6
50005475,"t&t bbq hut 12209 LIBERTY AVE, NY",t&t bbq hut,4.6
50005477,"china fun chinese restaurant 9504 101ST AVE, NY",china fun,4
50005479,"new ming's kitchen 5615 JUNCTION BLVD, NY",ming's kitchen,3.9
50005480,"hudson malone 218 E 53RD ST, NY",hudson malone,4.1
50005481,"lucky kitchen 227 ALBANY AVE, NY",SEARCH FAILURE,
50005485,"emilio super bakery 6A E CLARKE PL, NY",emilio's bakery & coffee,4.3
50005487,"empire kitchen . 1575 PARK PL, NY",empire kitchen,4.3
50005493,"new fresco tortillas 2 22125 LINDEN BLVD, NY",fresco tortillas,2.4
50005494,"chubby burgers chicken & pizza 2701 21ST ST, NY",chubby burgers & chicken,3.8
50005498,"kennedy fried chicken 13 E MOUNT EDEN AVE, NY",kennedy fried chicken & pizza,4
50005499,"checkers 77 CHAMBERS ST, NY",checkers,3.8
