,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,3-day temp,3-day humidity,crit_vs_sec_last_insp,prior_2p_crit_insps,rating,rating_null,rating_null_zip,food_poisoning_complaints,food_establishment_complaints,electric_complaints,safety_complaints,rodent_complaints,dirty_conditions_complaints,general_complaints,missed_collection_complaints,police_matter_complaints,liq_license,side_license,target,prediction,true_positive,true_negative,false_positive,false_negative,latitude,longitude
50014098,4.0,5.0,2014-09-02,2016-03-31,2015-03-26,11211,BROOKLYN,Donuts,272 BROADWAY,4,1,1,3.0,4.0,3,1.0,1.33333333333,371,576,0,51.33333333,47.66666667,1,1,3.9,0,0,7,13,12,6,43.0,19.0,19.0,85.0,12,True,False,0,0,False,True,False,False,40.708644,-73.95896009999998
50014100,9.0,8.0,2014-09-18,2017-02-27,2015-12-21,10466,BRONX,Sandwiches/Salads/Mixed Buffet,3976 WHITE PLAINS RD,6,1,1,8.0,7.0,5,1.6,1.4,434,893,0,48.33333333,56.66666667,1,2,3.901351351351353,1,0,0,3,70,10,29.0,25.0,85.0,8.0,0,False,False,0,0,False,True,False,False,40.8878633,-73.8601254
50014190,3.0,2.0,2015-06-06,2016-05-24,2015-07-08,11215,BROOKLYN,Eastern European,295 3RD AVE,3,1,2,2.0,0.0,2,1.0,0.0,321,353,0,64.66666667,70.0,1,1,4.7,0,0,6,28,20,5,63.0,36.0,47.0,22.0,14,True,True,0,1,False,False,True,False,40.7384528,-73.9830572
50014199,7.0,2.0,2014-11-05,2016-03-08,2014-12-05,10009,MANHATTAN,Italian,234 E 4TH ST,3,2,1,5.0,1.0,2,2.5,0.5,459,489,1,47.0,59.66666667,2,2,4.1,0,0,4,20,29,18,62.0,74.0,60.0,24.0,5,True,True,1,1,True,False,False,False,40.7237036,-73.9832296
50014229,15.0,6.0,2015-03-05,2017-02-03,2017-01-03,10016,MANHATTAN,American,45 E 33RD ST,6,1,2,14.0,4.0,5,2.8,0.8,31,701,0,36.33333333,48.33333333,2,4,4.0,0,0,19,52,16,6,41.0,26.0,21.0,22.0,4,True,True,0,1,False,False,True,False,40.7468631,-73.9822971
50014243,10.0,4.0,2014-09-09,2016-11-09,2016-04-14,11211,BROOKLYN,Café/Coffee/Tea,544 UNION AVE,7,2,1,8.0,3.0,6,1.33333333333,0.5,209,792,1,56.0,55.0,1,3,4.7,0,0,2,16,9,2,37.0,17.0,8.0,27.0,3,True,False,1,0,False,False,False,True,40.7170704,-73.9515853
50014246,3.0,4.0,2014-09-09,2016-09-29,2015-09-09,10011,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",162 8TH AVE,3,2,1,1.0,3.0,2,0.5,1.5,386,751,1,64.33333333,74.0,1,0,4.6,0,0,13,76,37,4,102.0,50.0,77.0,38.0,6,True,True,1,0,False,False,False,True,40.7422469,-74.0003771
50014266,9.0,8.0,2014-09-02,2016-04-04,2015-03-17,10003,MANHATTAN,American,18 WAVERLY PL,4,1,1,8.0,7.0,3,2.66666666667,2.33333333333,384,580,0,46.66666667,67.33333333,2,2,4.3,0,0,6,12,1,0,8.0,9.0,3.0,8.0,9,True,False,0,0,False,True,False,False,40.730087,-73.99475600000002
50014277,6.0,6.0,2014-09-09,2016-09-26,2016-04-08,11435,QUEENS,Donuts,14401 LIBERTY AVE,6,1,2,5.0,4.0,5,1.0,0.8,171,748,0,63.0,53.66666667,1,1,3.0,0,0,0,1,2,2,24.0,30.0,8.0,28.0,10,False,False,0,0,False,True,False,False,40.6929195,-73.8089884
50014290,6.0,7.0,2014-11-25,2016-09-21,2016-08-19,11371,QUEENS,Italian,NKA LAGUARDIA AIRPORT,5,1,1,5.0,6.0,4,1.25,1.5,33,666,0,77.33333333,71.66666667,1,1,2.3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.7769271,-73.87396590000002
50014314,14.0,7.0,2014-09-09,2017-02-15,2017-02-01,11355,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4219 COLLEGE POINT BLVD,7,2,1,12.0,6.0,6,2.0,1.0,14,890,1,39.33333333,61.0,2,5,4.2,0,0,0,0,2,0,1.0,3.0,0.0,5.0,1,False,False,1,1,True,False,False,False,40.7465407,-73.8349561
50014322,3.0,6.0,2014-09-08,2016-07-27,2015-10-06,11209,BROOKLYN,Mexican,463 86TH ST,4,1,1,2.0,5.0,3,0.666666666667,1.66666666667,295,688,0,83.0,63.66666667,1,0,3.8,0,0,3,21,26,10,144.0,48.0,54.0,22.0,6,True,False,0,0,False,True,False,False,40.7760462,-73.9473941
50014329,2.0,3.0,2014-12-23,2016-05-31,2014-12-23,10021,MANHATTAN,Italian,973 LEXINGTON AVE,2,1,2,1.0,1.0,1,1.0,1.0,525,525,0,77.33333333,68.66666667,1,0,4.9,0,0,6,21,3,10,15.0,12.0,10.0,25.0,6,True,True,0,0,False,True,False,False,40.769339,-73.962699
50014338,10.0,5.0,2014-09-11,2017-04-03,2016-09-20,10468,BRONX,Café/Coffee/Tea,250 BEDFORD PARK BLVD W,7,2,2,8.0,3.0,6,1.33333333333,0.5,195,935,1,51.0,53.0,1,1,3.0,0,0,1,0,7,1,14.0,7.0,3.0,1.0,40,False,False,1,1,True,False,False,False,40.8725345,-73.8933912
50014387,25.0,12.0,2014-09-20,2017-03-09,2016-12-27,10304,STATEN ISLAND,Asian,574 BAY ST,8,3,2,22.0,10.0,7,3.14285714286,1.42857142857,72,901,1,54.33333333,48.33333333,2,6,4.1,0,0,0,9,21,3,19.0,12.0,6.0,18.0,5,False,False,1,1,True,False,False,False,40.6278912,-74.07660159999998
50014392,46.0,19.0,2014-09-15,2017-01-05,2016-11-21,11214,BROOKLYN,Chinese,2210 86TH ST,14,3,2,43.0,17.0,13,3.30769230769,1.30769230769,45,843,1,39.33333333,70.33333333,4,11,4.1,0,0,4,12,9,9,8.0,20.0,28.0,9.0,9,True,False,1,1,True,False,False,False,40.6015323,-73.9936642
50014447,8.0,2.0,2014-09-10,2016-05-17,2015-03-09,10309,STATEN ISLAND,Chinese,27 SEGUINE AVE,4,2,1,6.0,1.0,3,2.0,0.333333333333,435,615,1,55.33333333,51.66666667,1,1,3.7,0,0,0,0,0,0,5.0,3.0,0.0,22.0,1,True,False,1,1,True,False,False,False,40.5257038,-74.2006203
50014473,8.0,4.0,2015-02-11,2016-02-26,2015-09-28,10469,BRONX,Bakery,1322 E GUN HILL RD,5,1,1,7.0,3.0,4,1.75,0.75,151,380,0,44.66666667,69.66666667,2,2,4.8,0,0,0,4,13,1,4.0,25.0,6.0,11.0,3,True,False,0,1,False,False,True,False,40.87100170000001,-73.84767590000001
50014483,9.0,5.0,2014-12-18,2016-02-24,2015-08-20,11385,QUEENS,Pizza,675 ONDERDONK AVE,5,1,1,8.0,4.0,4,2.0,1.0,188,433,0,44.66666667,71.0,1,2,4.1,0,0,5,15,41,18,49.0,224.0,30.0,15.0,11,True,False,0,0,False,True,False,False,40.704239,-73.907189
50014517,3.0,2.0,2014-11-25,2016-05-06,2014-11-25,10010,MANHATTAN,Mexican,35 E 21ST ST,2,2,2,1.0,0.0,1,1.0,0.0,528,528,1,51.0,77.33333333,1,0,4.4,0,0,14,40,4,0,32.0,29.0,4.0,38.0,11,True,False,1,1,True,False,False,False,40.7395786,-73.9883768129
50014518,1.0,1.0,2016-05-28,2016-07-20,2016-05-28,10301,STATEN ISLAND,American,1000 RICHMOND TER,2,1,1,0.0,0.0,1,0.0,0.0,53,53,0,79.66666667,57.33333333,1,0,4.6,0,0,0,0,0,0,2.0,1.0,0.0,6.0,0,False,False,0,1,False,False,True,False,40.6426309,-74.1019174
50014530,6.0,6.0,2014-09-11,2017-01-31,2016-12-21,10306,STATEN ISLAND,Chinese,128 LINCOLN AVE,4,1,3,5.0,3.0,3,1.66666666667,1.0,41,873,0,34.0,53.66666667,2,2,3.8,0,0,0,2,0,0,2.0,6.0,0.0,20.0,3,True,False,0,1,False,False,True,False,40.5790359,-74.1082566
50014605,8.0,11.0,2014-12-10,2017-03-09,2016-09-22,10301,STATEN ISLAND,Spanish,6 CEBRA AVE,6,1,3,7.0,8.0,5,1.4,1.6,168,820,0,54.33333333,48.33333333,1,3,4.8,0,0,0,0,7,1,24.0,29.0,7.0,31.0,3,True,False,0,0,False,True,False,False,40.634185,-74.086585
50014636,10.0,4.0,2014-09-08,2016-12-16,2016-05-06,10022,MANHATTAN,American,9 E 53RD ST,6,2,1,8.0,3.0,5,1.6,0.6,224,830,1,29.0,44.66666667,3,2,3.2,0,0,16,36,0,1,5.0,16.0,2.0,8.0,9,True,True,1,1,True,False,False,False,40.7602806,-73.97491679999997
50014708,10.0,5.0,2014-12-29,2016-08-26,2016-02-23,11203,BROOKLYN,Caribbean,4122 AVENUE D,7,2,1,8.0,4.0,6,1.33333333333,0.666666666667,185,606,1,80.0,65.0,1,3,3.3,0,0,1,3,7,7,9.0,10.0,10.0,25.0,1,True,False,1,1,True,False,False,False,40.64145075,-73.93723375270001
50014723,19.0,15.0,2014-09-10,2017-03-13,2017-02-15,10002,MANHATTAN,Chinese,13B ELDRIDGE ST,8,1,2,18.0,13.0,7,2.5714285714300003,1.85714285714,26,915,0,28.66666667,48.33333333,3,6,4.2,0,0,4,35,13,11,51.0,45.0,74.0,14.0,14,True,False,0,1,False,False,True,False,40.714793428600004,-73.9938068571
50014724,13.0,7.0,2015-03-03,2017-01-26,2016-10-06,10010,MANHATTAN,American,241 E 24TH ST,6,1,1,12.0,6.0,5,2.4,1.2,112,695,0,43.66666667,72.33333333,5,3,4.2,0,0,6,23,13,6,56.0,31.0,43.0,20.0,12,True,False,0,1,False,False,True,False,40.7389213,-73.9808055567
50014728,5.0,3.0,2014-10-02,2016-08-03,2016-02-05,10025,MANHATTAN,Chinese,911 COLUMBUS AVE,4,1,2,4.0,1.0,3,1.33333333333,0.333333333333,180,671,0,74.0,71.0,1,1,3.1,0,0,6,3,56,13,146.0,19.0,33.0,11.0,2,True,False,0,0,False,True,False,False,40.7982453,-73.9633648
50014748,2.0,5.0,2014-09-29,2016-09-22,2015-10-02,10038,MANHATTAN,"Juice, Smoothies, Fruit Salads",12 JOHN ST,3,1,2,1.0,3.0,2,0.5,1.5,356,724,0,78.33333333,61.66666667,1,0,4.1,0,0,19,60,7,7,17.0,33.0,47.0,9.0,12,True,False,0,0,False,True,False,False,40.7098261,-74.0091249
50014761,3.0,6.0,2014-12-18,2016-07-11,2016-02-01,10306,STATEN ISLAND,American,86 GUYON AVE,4,1,2,2.0,4.0,3,0.666666666667,1.33333333333,161,571,0,73.33333333,72.33333333,1,1,5.0,0,0,0,0,0,0,2.0,9.0,0.0,11.0,5,True,False,0,0,False,True,False,False,40.5648131,-74.1278995
50014806,13.0,10.0,2014-10-04,2016-12-06,2016-10-07,10456,BRONX,Bakery,936 MORRIS AVE,9,1,1,12.0,9.0,8,1.5,1.125,60,794,0,45.0,60.66666667,3,4,3.9895522388059694,1,0,2,4,121,20,44.0,35.0,64.0,1.0,8,False,False,0,1,False,False,True,False,40.82734775,-73.91722395
50014831,9.0,9.0,2014-09-02,2016-11-03,2016-09-29,10011,MANHATTAN,Mexican,48 GREENWICH AVE,7,1,1,8.0,8.0,6,1.33333333333,1.33333333333,35,793,0,58.66666667,68.0,2,2,3.8,0,0,3,30,13,2,43.0,48.0,21.0,26.0,9,True,True,0,1,False,False,True,False,40.7357083,-74.00032759999998
50014859,5.0,3.0,2015-04-04,2016-12-10,2016-06-23,11222,BROOKLYN,American,999 MANHATTAN AVE,4,2,1,3.0,2.0,3,1.0,0.666666666667,170,616,1,35.66666667,46.66666667,1,0,4.6,0,0,9,22,63,8,46.0,21.0,56.0,18.0,3,True,False,1,0,False,False,False,True,40.8099485,-73.9532416
50014882,8.0,5.0,2014-10-30,2016-12-28,2015-11-13,11211,BROOKLYN,American,524 GRAND ST,6,1,1,7.0,4.0,5,1.4,0.8,411,790,0,44.0,66.66666667,1,1,4.5,0,0,0,5,1,0,35.0,15.0,26.0,2.0,8,True,False,0,0,False,True,False,False,40.7145085,-73.9816997
50014905,7.0,3.0,2015-11-27,2016-07-21,2015-12-21,10451,BRONX,Mexican,904 MELROSE AVE,3,1,1,6.0,2.0,2,3.0,1.0,213,237,0,81.0,49.66666667,2,2,5.0,0,0,1,11,24,16,29.0,18.0,34.0,21.0,3,True,False,0,1,False,False,True,False,40.8246239,-73.91342829999998
50014918,7.0,7.0,2014-10-29,2016-07-19,2015-12-09,11354,QUEENS,Chinese/Japanese,13620 ROOSEVELT AVE,7,1,1,6.0,6.0,6,1.0,1.0,223,629,0,85.0,55.33333333,1,1,3.9943396226415087,1,0,38,81,1,1,14.0,40.0,5.0,9.0,18,True,False,0,1,False,False,True,False,40.7593211,-73.8290528
50014935,16.0,11.0,2015-01-13,2017-03-27,2016-09-22,10301,STATEN ISLAND,Chinese,54 RICHMOND TER,9,4,2,12.0,9.0,8,1.5,1.125,186,804,1,47.66666667,77.66666667,1,4,3.1,0,0,1,4,4,1,0.0,3.0,1.0,1.0,2,True,False,1,1,True,False,False,False,40.644206200000006,-74.07672159999998
50014995,4.0,3.0,2014-12-18,2016-04-18,2015-05-13,10001,MANHATTAN,American,6 W 32ND ST,4,1,1,3.0,2.0,3,1.0,0.666666666667,341,487,0,61.0,39.0,1,0,4.3,0,0,25,71,11,8,38.0,45.0,14.0,16.0,12,True,False,0,0,False,True,False,False,40.74729620000001,-73.9863412
50015004,7.0,4.0,2014-09-17,2016-04-06,2015-04-13,11234,BROOKLYN,Bagels/Pretzels,2114 FLATBUSH AVE,4,1,1,6.0,3.0,3,2.0,1.0,359,567,0,39.0,58.33333333,2,2,3.1,0,0,2,8,4,3,1.0,8.0,2.0,18.0,4,True,False,0,1,False,False,True,False,40.6182661,-73.9324872
50015011,11.0,5.0,2014-10-08,2016-06-09,2015-11-02,10003,MANHATTAN,Salads,27 E 13TH ST,7,1,1,10.0,4.0,6,1.66666666667,0.666666666667,220,610,0,68.0,55.66666667,1,3,3.8,0,0,19,50,4,2,15.0,29.0,14.0,19.0,21,True,True,0,0,False,True,False,False,40.73478970000001,-73.99251770000002
50015023,8.0,3.0,2015-02-26,2016-06-23,2015-11-05,11430,QUEENS,American,0 JFK INTERNATION AIRPORT,4,2,1,6.0,2.0,3,2.0,0.666666666667,231,483,1,78.66666667,53.66666667,1,1,3.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,40.6413111,-73.77813909999998
50015097,1.0,4.0,2014-10-28,2017-03-02,2015-11-17,10036,MANHATTAN,American,124 W 43RD ST,3,1,1,0.0,3.0,2,0.0,1.5,471,856,0,55.0,63.33333333,0,0,4.6,0,0,26,38,3,0,6.0,26.0,3.0,1.0,18,True,False,0,0,False,True,False,False,40.7558962,-73.9849327
50015103,13.0,10.0,2015-01-13,2017-03-01,2016-08-05,11355,QUEENS,Chinese,4414 KISSENA BLVD,7,1,1,12.0,9.0,6,2.0,1.5,208,778,0,53.0,59.66666667,2,4,2.0,0,0,0,0,0,0,1.0,2.0,2.0,0.0,0,False,False,0,1,False,False,True,False,40.7348065,-73.8147704
50015118,13.0,12.0,2014-09-22,2017-03-17,2016-01-29,10007,MANHATTAN,Vegetarian,165 CHURCH ST,8,1,1,12.0,11.0,7,1.71428571429,1.57142857143,413,907,0,33.0,54.0,1,2,3.8,0,0,16,30,5,0,20.0,24.0,6.0,19.0,11,True,False,0,1,False,False,True,False,40.7151118,-74.0075845
50015128,6.0,3.0,2015-02-20,2016-10-07,2015-07-31,10016,MANHATTAN,Italian,18 E 39TH ST,4,2,3,4.0,0.0,3,1.33333333333,0.0,434,595,1,63.33333333,65.33333333,1,1,4.5,0,0,13,40,0,0,14.0,16.0,2.0,9.0,7,True,False,1,1,True,False,False,False,40.7509872,-73.9813123
50015146,4.0,1.0,2014-11-17,2016-05-28,2015-06-11,11368,QUEENS,"Juice, Smoothies, Fruit Salads",10126 39TH AVE,4,1,1,3.0,0.0,3,1.0,0.0,352,558,0,78.33333333,61.33333333,1,0,3.9531578947368446,1,0,0,1,9,8,13.0,30.0,3.0,4.0,5,False,False,0,0,False,True,False,False,40.748358,-73.9071319
50015151,17.0,9.0,2014-09-17,2016-12-02,2016-10-06,10468,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",44 W KINGSBRIDGE RD,8,2,2,15.0,7.0,7,2.14285714286,1.0,57,807,1,52.0,67.0,1,4,3.4,0,0,5,16,60,18,24.0,15.0,30.0,4.0,7,True,False,1,1,True,False,False,False,40.867681,-73.89944059999998
50015168,3.0,3.0,2014-10-22,2016-11-02,2015-10-29,11217,BROOKLYN,Indian,54 7TH AVE,3,1,2,2.0,1.0,2,1.0,0.5,370,742,0,53.3333333333,65.0,1,0,4.5,0,0,4,9,5,3,33.0,27.0,8.0,94.0,7,True,False,0,1,False,False,True,False,40.676047,-73.9745679
50015226,1.0,3.0,2015-03-27,2016-10-21,2015-03-27,10458,BRONX,American,2482 HOFFMAN ST,2,1,1,0.0,2.0,1,0.0,2.0,574,574,0,70.33333333,71.0,0,0,4.4,0,0,3,7,39,7,36.0,9.0,45.0,8.0,0,True,False,0,0,False,True,False,False,40.8578719,-73.886686
50015250,11.0,4.0,2014-10-17,2016-12-19,2016-11-22,10019,MANHATTAN,Café/Coffee/Tea,119 W 56TH ST,7,1,1,10.0,3.0,6,1.66666666667,0.5,27,794,0,34.66666667,63.33333333,2,3,4.0,0,0,13,30,3,1,23.0,44.0,13.0,14.0,26,True,False,0,1,False,False,True,False,40.7641849,-73.9784051
50015281,6.0,4.0,2014-11-18,2016-04-11,2015-04-09,10025,MANHATTAN,Asian,224 W 104TH ST,4,1,3,5.0,1.0,3,1.66666666667,0.333333333333,368,510,0,45.0,50.0,1,2,4.4,0,0,17,27,89,24,70.0,32.0,110.0,14.0,4,True,False,0,1,False,False,True,False,40.7994108,-73.96778540000003
50015317,2.0,3.0,2014-12-18,2017-01-26,2015-12-22,11368,QUEENS,"Juice, Smoothies, Fruit Salads",4112B 102ND ST,3,2,2,0.0,1.0,2,0.0,0.5,401,770,1,45.66666667,66.66666667,0,0,4.5,0,0,0,1,0,2,7.0,11.0,1.0,11.0,2,False,False,1,0,False,False,False,True,40.6547914,-73.83005959999998
50015344,10.0,3.0,2014-09-23,2016-06-07,2015-09-23,10036,MANHATTAN,Thai,690 9TH AVE,4,1,1,9.0,2.0,3,3.0,0.666666666667,258,623,0,72.33333333,68.0,1,2,4.2,0,0,14,33,57,21,118.0,40.0,182.0,59.0,13,True,True,0,1,False,False,True,False,40.76175635,-73.98979052039998
50015352,3.0,1.0,2014-11-14,2016-04-11,2014-11-14,10025,MANHATTAN,American,2911 BROADWAY,2,1,1,2.0,0.0,1,2.0,0.0,514,514,0,45.0,50.0,2,1,4.6,0,0,9,24,39,17,76.0,70.0,39.0,24.0,12,True,True,0,1,False,False,True,False,40.7935938,-73.9727055
50015399,11.0,9.0,2014-11-10,2017-04-03,2016-08-22,10016,MANHATTAN,Thai,637 2ND AVE,7,1,1,10.0,8.0,6,1.66666666667,1.33333333333,224,875,0,50.33333333,56.0,1,3,4.6,0,0,11,21,16,10,32.0,37.0,25.0,14.0,5,True,False,0,1,False,False,True,False,40.7453694,-73.9757946688
50015463,1.0,2.0,2014-12-09,2017-01-11,2015-11-30,10038,MANHATTAN,Hamburgers,155 WILLIAM ST,3,1,1,0.0,1.0,2,0.0,0.5,408,764,0,33.0,71.33333333,0,0,4.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.7701347778,-73.52738744439999
50015469,7.0,2.0,2015-01-22,2016-04-26,2015-06-24,11234,BROOKLYN,Vietnamese/Cambodian/Malaysia,4521 AVENUE N,4,1,1,6.0,1.0,3,2.0,0.333333333333,307,460,0,57.33333333,62.0,1,2,4.6,0,0,2,8,11,13,5.0,10.0,8.0,19.0,2,False,False,0,0,False,True,False,False,40.618925,-73.931028
50015515,1.0,2.0,2014-11-28,2016-06-01,2014-11-28,10314,STATEN ISLAND,Middle Eastern,4162 VICTORY BLVD,2,1,1,0.0,1.0,1,0.0,1.0,551,551,0,76.66666667,68.33333333,1,0,5.0,0,0,0,0,0,0,0.0,6.0,0.0,2.0,4,True,False,0,0,False,True,False,False,40.590712,-74.191901
50015536,3.0,1.0,2015-01-13,2016-05-10,2015-01-13,10019,MANHATTAN,American,254 W 54th St,2,1,1,2.0,0.0,1,2.0,0.0,483,483,0,59.0,44.33333333,2,1,4.5,0,0,21,28,28,6,16.0,49.0,37.0,12.0,10,True,False,0,1,False,False,True,False,40.7643535,-73.98378149999998
50015564,25.0,8.0,2014-12-16,2016-12-23,2016-11-18,10006,MANHATTAN,Asian,103 WASHINGTON ST,10,5,2,20.0,6.0,9,2.22222222222,0.666666666667,35,738,1,40.66666667,56.33333333,4,6,3.8,0,0,7,17,0,0,9.0,11.0,2.0,2.0,11,True,False,1,1,True,False,False,False,40.7083773,-74.01404659999999
50015617,4.0,2.0,2014-11-20,2016-03-22,2015-01-07,10307,STATEN ISLAND,Chinese,7226 AMBOY RD,3,2,1,2.0,1.0,2,1.0,0.5,440,488,1,40.66666667,48.33333333,2,2,4.6,0,0,1,0,0,0,4.0,9.0,0.0,14.0,0,False,False,1,1,True,False,False,False,40.5121513,-74.2390595
50015638,3.0,3.0,2014-11-29,2016-07-28,2016-01-28,11354,QUEENS,Asian,3050 WHITESTONE EXPY,4,1,2,2.0,1.0,3,0.666666666667,0.333333333333,182,607,0,85.66666667,57.0,0,0,3.9943396226415087,1,0,1,5,0,0,0.0,4.0,0.0,1.0,0,False,False,0,0,False,True,False,False,40.7705323,-73.8364423
50015640,3.0,3.0,2015-02-17,2016-08-16,2015-07-21,11221,BROOKLYN,Café/Coffee/Tea,1158 MYRTLE AVE,4,1,2,2.0,1.0,3,0.666666666667,0.333333333333,392,546,0,84.33333333,69.66666667,2,1,4.4,0,0,1,6,477,44,142.0,85.0,168.0,27.0,10,True,False,0,1,False,False,True,False,40.6969299,-73.9336724
50015668,8.0,8.0,2014-11-06,2016-11-23,2015-11-25,11211,BROOKLYN,Café/Coffee/Tea,415 GRAHAM AVE,6,1,2,7.0,6.0,5,1.4,1.2,364,748,0,42.0,51.66666667,0,2,4.7,0,0,0,9,1,5,52.0,24.0,2.0,26.0,10,True,False,0,0,False,True,False,False,40.7174524,-73.9450921
50015672,12.0,7.0,2014-11-13,2016-11-25,2016-10-13,11419,QUEENS,Chinese,13417 LIBERTY AVE,7,1,2,11.0,5.0,6,1.83333333333,0.833333333333,43,743,0,46.0,61.66666667,2,3,3.8,0,0,1,4,10,6,14.0,35.0,7.0,50.0,12,True,False,0,1,False,False,True,False,40.691763,-73.8121182
50015696,6.0,4.0,2014-10-28,2016-12-06,2016-11-15,10467,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3108 WEBSTER AVE,4,1,1,5.0,3.0,3,1.66666666667,1.0,21,770,0,45.0,60.66666667,3,1,3.7,0,0,2,10,12,5,47.0,13.0,13.0,9.0,2,True,False,0,1,False,False,True,False,40.87101060000001,-73.8764467
50015701,6.0,5.0,2014-11-22,2016-07-11,2016-01-15,11226,BROOKLYN,Caribbean,1254 FLATBUSH AVE,4,1,2,5.0,3.0,3,1.66666666667,1.0,178,597,0,73.33333333,71.0,1,1,4.4,0,0,1,2,142,42,24.0,25.0,85.0,12.0,5,True,False,0,0,False,True,False,False,40.6396765,-73.95517840000002
50015705,6.0,6.0,2014-09-24,2016-06-20,2015-12-14,11219,BROOKLYN,Chinese,4419 NEW UTRECHT AVE,4,1,1,5.0,5.0,3,1.66666666667,1.66666666667,189,635,0,73.66666667,59.33333333,1,1,4.4,0,0,0,4,25,1,15.0,15.0,5.0,60.0,2,True,False,0,0,False,True,False,False,40.6400877,-73.994101
50015717,3.0,4.0,2014-10-25,2016-12-27,2015-10-28,11362,QUEENS,Chinese,25128 NORTHERN BLVD,3,1,2,2.0,2.0,2,1.0,1.0,426,794,0,46.66666667,63.0,1,0,4.6,0,0,1,3,2,3,0.0,16.0,2.0,14.0,1,True,False,0,0,False,True,False,False,40.768968,-73.7368011
50015721,4.0,2.0,2014-12-26,2017-03-08,2016-01-21,10003,MANHATTAN,Italian,225 PARK AVE S,3,2,1,2.0,1.0,2,1.0,0.5,412,803,1,46.66666667,59.0,0,1,4.4,0,0,11,41,5,0,23.0,43.0,10.0,42.0,9,True,True,1,1,True,False,False,False,40.7371329,-73.9879502
50015746,26.0,9.0,2015-01-05,2017-03-02,2017-02-13,11432,QUEENS,Spanish,16405 89TH AVE,13,2,1,24.0,8.0,12,2.0,0.666666666667,17,787,1,52.0,73.66666667,3,8,3.6,0,0,4,7,42,9,23.0,14.0,33.0,10.0,0,True,False,1,1,True,False,False,False,40.7075406,-73.7967963
50015767,2.0,2.0,2015-03-05,2016-04-13,2015-03-05,10022,MANHATTAN,American,1 E 55TH ST,2,1,1,1.0,1.0,1,1.0,1.0,405,405,0,51.66666667,51.33333333,1,0,4.4,0,0,17,37,1,1,5.0,33.0,3.0,10.0,19,True,False,0,0,False,True,False,False,40.7617135,-73.9743749
50015803,13.0,3.0,2014-10-30,2017-03-29,2017-02-27,11234,BROOKLYN,Mediterranean,3502 FLATLANDS AVENUE,7,2,2,11.0,1.0,6,1.83333333333,0.166666666667,30,881,1,48.0,81.0,1,4,4.1,0,0,0,2,3,0,5.0,24.0,3.0,28.0,3,False,False,1,1,True,False,False,False,40.6174297,-73.9409574
50015808,3.0,1.0,2014-11-14,2017-01-05,2015-12-02,10023,MANHATTAN,Sandwiches,321 AMSTERDAM AVE,3,1,1,2.0,0.0,2,1.0,0.0,400,783,0,38.33333333,71.33333333,1,0,4.4,0,0,11,54,23,5,84.0,37.0,25.0,8.0,22,True,True,0,1,False,False,True,False,40.780643100000006,-73.97981300000002
50015812,2.0,2.0,2014-10-31,2017-01-27,2015-12-15,10023,MANHATTAN,Sandwiches,33 W END AVE,3,1,1,1.0,1.0,2,0.5,0.5,409,819,0,44.66666667,57.0,0,0,3.3,0,0,0,1,2,1,9.0,11.0,5.0,10.0,2,True,False,0,0,False,True,False,False,40.7733326,-73.9901478
50015814,2.0,2.0,2015-03-31,2016-04-13,2015-03-31,10036,MANHATTAN,American,125 W 44TH ST,2,1,1,1.0,1.0,1,1.0,1.0,379,379,0,51.66666667,51.33333333,1,0,4.4,0,0,21,37,3,1,5.0,23.0,3.0,1.0,19,True,False,0,0,False,True,False,False,40.7568471,-73.984111
50015846,23.0,15.0,2014-10-28,2017-03-13,2016-07-22,11372,QUEENS,Spanish,9203 37TH AVE,9,5,1,18.0,14.0,8,2.25,1.75,234,867,1,27.66666667,40.33333333,1,6,3.7,0,0,3,8,24,9,15.0,25.0,19.0,7.0,5,True,False,1,1,True,False,False,False,40.750735,-73.87492440000003
50015932,3.0,3.0,2014-11-13,2016-07-11,2015-11-30,11236,BROOKLYN,Chicken,2082 ROCKAWAY PKWY,4,1,2,2.0,1.0,3,0.666666666667,0.333333333333,224,606,0,73.33333333,72.33333333,0,1,3.1,0,0,7,3,2,0,3.0,4.0,9.0,3.0,2,True,False,0,0,False,True,False,False,40.6319689,-73.88865320000002
