,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,3-day temp,3-day humidity,crit_vs_sec_last_insp,prior_2p_crit_insps,rating,rating_null,rating_null_zip,food_poisoning_complaints,food_establishment_complaints,electric_complaints,safety_complaints,rodent_complaints,dirty_conditions_complaints,general_complaints,missed_collection_complaints,police_matter_complaints,liq_license,side_license,target,prediction,true_positive,true_negative,false_positive,false_negative,latitude,longitude
41086965,26.0,19.0,2013-10-08,2016-09-01,2016-07-19,11203,BROOKLYN,Caribbean,456 SCHNECTADY AVENUE,12,2,2,24.0,17.0,11,2.18181818182,1.54545454545,44,1059,1,78.33333333,72.33333333,3,7,3.7,0,0,0,4,43,6,62.0,24.0,53.0,12.0,3,True,False,1,1,True,False,False,False,40.662945,-73.9349049
41087130,4.0,5.0,2013-09-30,2016-09-16,2015-09-04,10022,MANHATTAN,American,569 LEXINGTON AVENUE,4,1,2,3.0,3.0,3,1.0,1.0,378,1082,0,71.33333333,56.66666667,1,0,4.6,0,0,25,43,11,3,11.0,12.0,1.0,11.0,7,True,False,0,0,False,True,False,False,40.75664945,-73.9714101167
41087789,4.0,4.0,2014-03-12,2016-10-26,2015-07-30,10128,MANHATTAN,Japanese,1666 3 AVENUE,6,1,1,3.0,3.0,5,0.6,0.6,454,959,0,49.33333333,54.0,0,1,4.2,0,0,4,2,0,1,13.0,28.0,0.0,13.0,6,True,False,0,0,False,True,False,False,40.5901824667,-73.9531072191
41087832,5.0,7.0,2014-08-14,2016-10-25,2016-09-21,10075,MANHATTAN,Soups & Sandwiches,1129 LEXINGTON AVENUE,4,1,1,4.0,6.0,3,1.33333333333,2.0,34,803,0,52.0,53.33333333,2,1,3.8,0,0,3,23,15,5,40.0,43.0,13.0,30.0,10,True,False,0,1,False,False,True,False,40.7744718,-73.9589511919
41088067,13.0,10.0,2014-05-01,2016-10-31,2016-09-19,10003,MANHATTAN,Sandwiches,94 3 AVENUE,7,2,1,11.0,9.0,6,1.83333333333,1.5,42,914,1,55.3333333333,64.6666666667,2,4,3.8,0,0,2,6,6,6,1.0,22.0,4.0,8.0,2,False,False,1,1,True,False,False,False,40.5879125967,-73.97375788949999
41088636,16.0,8.0,2014-04-09,2017-01-27,2016-09-15,11211,BROOKLYN,Italian,331 BEDFORD AVENUE,7,4,1,12.0,7.0,6,2.0,1.16666666667,134,1024,1,44.33333333,59.66666667,3,3,4.2,0,0,7,25,33,6,78.0,45.0,34.0,33.0,8,True,False,1,1,True,False,False,False,40.71263565,-73.9622737963
41090082,17.0,12.0,2013-10-19,2016-09-29,2016-07-28,11209,BROOKLYN,American,7901 3 AVENUE,9,1,1,16.0,11.0,8,2.0,1.375,63,1076,0,66.33333333,80.0,3,5,3.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.600409,-74.14494090000002
41092223,2.0,1.0,2014-03-21,2016-03-30,2015-03-18,10022,MANHATTAN,American,958 3 AVENUE,3,1,1,1.0,0.0,2,0.5,0.0,378,740,0,48.66666667,46.33333333,1,0,5.0,0,0,1,7,7,0,2.0,17.0,3.0,7.0,2,False,False,0,0,False,True,False,False,40.5893299732,-73.9608775705
41092609,24.0,12.0,2013-11-04,2016-06-09,2015-11-05,10011,MANHATTAN,American,156 10 AVENUE,13,2,1,22.0,11.0,12,1.83333333333,0.916666666667,217,948,1,66.0,54.33333333,2,7,4.2,0,0,2,6,6,6,1.0,23.0,4.0,8.0,2,False,False,1,1,True,False,False,False,40.5879372597,-73.973525989
41092840,9.0,9.0,2015-02-06,2017-01-25,2016-07-13,11235,BROOKLYN,Mediterranean,2003 EMMONS AVENUE,7,2,1,7.0,8.0,6,1.16666666667,1.33333333333,196,719,1,42.0,77.0,1,2,4.2,0,0,4,5,0,0,0.0,12.0,0.0,0.0,0,True,True,1,0,False,False,False,True,40.5838628,-73.94814240000002
41094546,18.0,9.0,2014-03-03,2016-11-07,2016-04-29,10039,MANHATTAN,Caribbean,2733 8 AVENUE,8,1,1,17.0,8.0,7,2.42857142857,1.14285714286,192,980,0,50.66666667,51.33333333,3,5,4.0,0,0,0,1,0,0,4.0,40.0,10.0,10.0,5,False,False,0,1,False,False,True,False,40.591488551,-73.9427408163
41094661,1.0,5.0,2014-02-19,2016-04-25,2015-03-13,11223,BROOKLYN,American,2515 MCDONALD AVENUE,3,1,1,0.0,4.0,2,0.0,2.0,409,796,0,60.66666667,55.33333333,0,0,4.2,0,0,1,7,8,7,8.0,23.0,4.0,24.0,6,True,False,0,0,False,True,False,False,40.5913609167,-73.9739218333
41095221,16.0,10.0,2013-11-23,2016-08-17,2016-07-11,11362,QUEENS,Greek,25317 NORTHERN BOULEVARD,10,2,1,14.0,9.0,9,1.55555555556,1.0,37,998,1,84.66666667,63.33333333,3,4,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,42.74586370000001,-73.7254921
41096112,8.0,8.0,2013-10-17,2016-09-21,2015-09-14,10462,BRONX,Donuts,699 MORRIS PARK AVE,7,2,1,6.0,7.0,6,1.0,1.16666666667,373,1070,1,77.33333333,71.66666667,2,2,4.0,0,0,0,2,34,10,19.0,27.0,23.0,14.0,5,True,False,1,0,False,False,False,True,40.8454496,-73.86597590000002
41096117,10.0,6.0,2014-06-12,2017-01-13,2016-12-01,10018,MANHATTAN,Japanese,40 WEST   40 STREET,6,1,1,9.0,5.0,5,1.8,1.0,43,946,0,50.33333333,69.0,3,2,4.2,0,0,21,39,0,0,19.0,20.0,2.0,2.0,9,True,False,0,1,False,False,True,False,40.7528128,-73.983765
41096132,12.0,8.0,2013-12-12,2016-08-10,2016-02-11,11220,BROOKLYN,Mexican,5520 5 AVENUE,8,1,1,11.0,7.0,7,1.57142857143,1.0,181,972,0,81.0,65.33333333,1,2,2.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,43.5057703,-73.7890781
41096346,11.0,13.0,2013-08-29,2016-05-20,2015-06-25,10025,MANHATTAN,Asian,691 AMSTERDAM AVENUE,8,1,2,10.0,11.0,7,1.42857142857,1.57142857143,330,995,0,61.66666667,48.66666667,1,2,3.5,0,0,8,29,17,9,97.0,47.0,64.0,19.0,14,True,False,0,0,False,True,False,False,40.7923639,-73.97132109999998
41099497,14.0,8.0,2014-03-26,2016-12-19,2015-12-02,11419,QUEENS,Caribbean,12004 LIBERTY AVENUE,8,1,2,13.0,6.0,7,1.85714285714,0.8571428571430001,383,999,0,37.0,55.66666667,1,5,3.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.663634,-73.63911390000001
41100958,3.0,7.0,2014-05-27,2017-02-06,2016-01-05,10002,MANHATTAN,French,135 LUDLOW STREET,5,1,1,2.0,6.0,4,0.5,1.5,398,986,0,33.5,49.66666667,1,0,4.4,0,0,20,50,62,14,68.0,83.0,61.0,22.0,13,True,True,0,0,False,True,False,False,40.720361,-73.9883587
41101595,13.0,10.0,2014-02-03,2017-01-03,2016-10-24,10019,MANHATTAN,Pizza,1697 BROADWAY,9,2,2,11.0,8.0,8,1.375,1.0,71,1065,1,41.0,74.0,2,3,3.9,0,0,22,29,20,6,22.0,47.0,36.0,9.0,8,True,True,1,1,True,False,False,False,40.7637878,-73.9828182
41101663,19.0,10.0,2013-10-09,2016-08-26,2016-07-30,10459,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1000 WESTCHESTER AVENUE,9,1,2,18.0,8.0,8,2.25,1.0,27,1052,0,81.33333333,57.33333333,1,4,3.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,41.204968,-73.57336090000003
41102075,14.0,13.0,2013-08-08,2016-05-31,2015-04-30,11211,BROOKLYN,Jewish/Kosher,184 N   10 ST,8,1,1,13.0,12.0,7,1.85714285714,1.71428571429,397,1027,0,74.66666667,73.0,2,4,4.0,0,0,1,38,7,1,27.0,41.0,8.0,60.0,7,True,False,0,1,False,False,True,False,40.7187637,-73.95512420000001
41102912,19.0,16.0,2013-11-13,2016-08-09,2015-09-10,11222,BROOKLYN,American,68 GREENPOINT AVENUE,9,1,1,18.0,15.0,8,2.25,1.875,334,1000,0,78.66666667,54.33333333,1,5,4.3,0,0,0,7,14,4,35.0,30.0,8.0,58.0,7,True,True,0,1,False,False,True,False,40.7295188,-73.9582446949
41102997,11.0,11.0,2013-10-29,2016-05-18,2015-05-17,10010,MANHATTAN,American,48 WEST   21 STREET,7,1,2,10.0,9.0,6,1.66666666667,1.5,367,932,0,56.33333333,48.0,0,3,3.3,0,0,13,40,1,4,18.0,40.0,7.0,37.0,6,True,False,0,0,False,True,False,False,40.7410469,-73.9929175
41103419,11.0,13.0,2013-11-25,2016-05-13,2015-07-30,10029,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1759 LEXINGTON AVENUE,7,2,1,9.0,12.0,6,1.5,2.0,288,900,1,64.33333333,60.66666667,2,3,3.0,0,0,4,5,40,15,60.0,39.0,56.0,8.0,4,True,False,1,1,True,False,False,False,40.7943111,-73.9446052
41104540,1.0,4.0,2014-02-28,2016-02-22,2015-02-10,10036,MANHATTAN,Hamburgers,327 WEST   42 STREET,3,1,2,0.0,2.0,2,0.0,1.0,377,724,0,48.33333333,47.66666667,0,0,3.2,0,0,32,48,21,9,21.0,42.0,37.0,32.0,19,True,False,0,0,False,True,False,False,40.7580219,-73.990914
41104596,11.0,8.0,2014-02-06,2016-11-05,2016-05-25,10451,BRONX,American,113115 EAST  157 STREET,10,2,1,9.0,7.0,9,1.0,0.777777777778,164,1003,1,60.0,54.66666667,1,3,3.7,0,0,1,6,15,9,38.0,21.0,16.0,17.0,3,True,False,1,0,False,False,False,True,40.82117570000001,-73.91356009999998
41104863,13.0,11.0,2013-12-19,2016-08-04,2015-07-30,10011,MANHATTAN,American,167 8 AVENUE,8,1,1,12.0,10.0,7,1.71428571429,1.42857142857,371,959,0,73.66666667,65.66666667,1,3,4.1,0,0,2,6,6,6,2.0,23.0,4.0,8.0,2,False,False,0,0,False,True,False,False,40.5879416354,-73.97348484529999
41105271,5.0,6.0,2013-04-02,2016-03-22,2015-03-11,11223,BROOKLYN,Donuts,203 AVENUE U,4,1,1,4.0,5.0,3,1.33333333333,1.66666666667,377,1085,0,43.0,53.66666667,1,1,4.1,0,0,0,12,8,1,4.0,17.0,0.0,16.0,4,True,False,0,0,False,True,False,False,40.5967285,-73.9766733
41105399,11.0,4.0,2014-10-14,2016-12-07,2016-10-25,10458,BRONX,Chicken,343 EAST  194 STREET,7,2,1,9.0,3.0,6,1.5,0.5,43,785,1,44.66666667,71.66666667,2,2,4.115827338129495,1,0,2,7,61,49,53.0,22.0,84.0,0.0,8,True,False,1,1,True,False,False,False,40.8638996,-73.8908838
41105644,10.0,10.0,2014-03-21,2016-10-06,2016-09-13,10002,MANHATTAN,Café/Coffee/Tea,152 LUDLOW STREET,9,1,1,9.0,9.0,8,1.125,1.125,23,930,0,66.0,73.0,1,1,4.3,0,0,18,53,55,12,65.0,75.0,54.0,20.0,12,True,True,0,0,False,True,False,False,40.7208163,-73.9877830304
41107373,9.0,9.0,2013-12-11,2016-10-27,2015-10-16,11101,QUEENS,Chicken,4035 21 STREET,7,2,1,7.0,8.0,6,1.16666666667,1.33333333333,377,1051,1,47.0,58.0,1,1,4.081339712918662,1,0,1,1,0,0,4.0,11.0,1.0,7.0,5,False,False,1,0,False,False,False,True,40.7541333,-73.9419671
41107847,19.0,15.0,2013-07-03,2016-06-09,2015-12-17,11430,QUEENS,Delicatessen,0 JFK AIRPORT,10,2,1,17.0,14.0,9,1.88888888889,1.55555555556,175,1072,1,67.33333333,55.0,1,5,3.3088235294117623,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,42.0003524,-75.7594515
41108006,4.0,3.0,2014-12-24,2017-01-18,2015-12-08,11357,QUEENS,Chinese,14508 14 AVENUE,3,1,1,3.0,2.0,2,1.5,1.0,407,756,0,40.33333333,69.0,1,1,4.8,0,0,0,0,0,0,6.0,13.0,0.0,24.0,0,False,False,0,0,False,True,False,False,40.7867417,-73.82192990000001
41108581,7.0,6.0,2014-06-18,2017-02-23,2017-01-12,11430,QUEENS,Café/Coffee/Tea,0 JFK INTERNATIONAL AIRPORT,6,1,2,6.0,4.0,5,1.2,0.8,42,981,0,43.66666667,79.33333333,1,2,2.7,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.6429479,-73.7793732749
41108812,14.0,9.0,2014-03-18,2017-01-24,2016-10-20,10036,MANHATTAN,American,626 10 AVENUE,8,2,1,12.0,8.0,7,1.71428571429,1.14285714286,96,1043,1,41.0,89.66666667,2,3,3.9,0,0,3,6,2,1,10.0,23.0,1.0,9.0,0,False,False,1,1,True,False,False,False,40.589072,-73.963193
41108957,12.0,6.0,2014-05-20,2016-12-14,2016-10-03,11206,BROOKLYN,Mexican,189 GRAHAM AVENUE,7,2,1,10.0,5.0,6,1.66666666667,0.833333333333,72,939,1,40.0,67.0,1,4,4.0,0,0,3,6,45,11,19.0,29.0,44.0,12.0,4,True,False,1,1,True,False,False,False,40.7085034,-73.9436342816
41110892,6.0,5.0,2013-12-05,2016-03-31,2014-11-19,10309,STATEN ISLAND,American,2574 ARTHUR KILL ROAD,4,2,2,4.0,3.0,3,1.33333333333,1.0,498,847,1,50.0,42.66666667,1,1,4.098275862068965,1,0,0,1,0,0,1.0,20.0,0.0,1.0,0,False,False,1,0,False,False,False,True,40.5522025,-74.2188779159
41110973,8.0,8.0,2014-07-01,2017-02-14,2017-01-25,11208,BROOKLYN,Spanish,3175 FULTON STREET,6,1,2,7.0,6.0,5,1.4,1.2,20,959,0,34.33333333,77.66666667,4,1,3.8,0,0,2,8,13,2,14.0,25.0,10.0,8.0,1,True,False,0,1,False,False,True,False,40.6823328,-73.8776942423
41111038,13.0,15.0,2014-01-29,2016-05-27,2015-10-27,11220,BROOKLYN,Bakery,4823 4 AVENUE,8,1,2,12.0,13.0,7,1.71428571429,1.85714285714,213,849,0,76.33333333,49.33333333,1,3,4.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.6006278,-74.14276650000002
41112470,2.0,4.0,2014-08-20,2016-08-29,2015-08-11,11215,BROOKLYN,Pizza,526 3 AVENUE,3,1,2,1.0,2.0,2,0.5,1.0,384,740,0,82.66666667,58.33333333,1,0,4.1,0,0,3,1,8,4,16.0,40.0,3.0,20.0,3,False,False,0,0,False,True,False,False,40.5886968669,-73.9666565695
41112617,32.0,17.0,2014-04-02,2016-07-07,2016-01-20,11231,BROOKLYN,Bagels/Pretzels,323 SMITH STREET,11,1,2,31.0,15.0,10,3.1,1.5,169,827,0,81.66666667,69.33333333,3,9,4.4,0,0,2,14,2,6,42.0,36.0,5.0,90.0,6,True,False,0,1,False,False,True,False,40.6809623,-73.9940251779
41112888,13.0,14.0,2014-04-03,2016-12-09,2016-11-03,11417,QUEENS,Caribbean,10306 LIBERTY AVENUE,9,1,3,12.0,11.0,8,1.5,1.375,36,981,0,40.33333333,56.66666667,2,3,4.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,42.663634,-73.63911390000001
41114235,12.0,8.0,2014-02-21,2016-11-03,2016-09-26,10002,MANHATTAN,American,115 ESSEX STREET,6,2,2,10.0,6.0,5,2.0,1.2,38,986,1,58.6666666667,68.0,2,3,3.8,0,0,16,52,57,12,65.0,86.0,57.0,16.0,11,True,False,1,1,True,False,False,False,40.71952895,-73.98792186819999
41115145,3.0,3.0,2015-03-25,2017-02-08,2016-05-31,10453,BRONX,American,2207 UNIVERSITY AVENUE,5,2,1,1.0,2.0,4,0.25,0.5,253,686,1,45.33333333,68.66666667,1,0,3.7027777777777766,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,42.9538719,-78.8231031
41115447,14.0,16.0,2014-02-04,2016-12-19,2016-09-21,11209,BROOKLYN,Pizza/Italian,9201 4 AVENUE,9,1,2,13.0,14.0,8,1.625,1.75,89,1049,0,35.66666667,73.0,3,4,3.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.6006278,-74.14276650000002
41115740,3.0,2.0,2013-10-03,2016-03-11,2014-11-19,11211,BROOKLYN,Spanish,279 GRAND STREET,3,1,1,2.0,1.0,2,1.0,0.5,478,890,0,61.33333333,57.0,1,0,4.0,0,0,7,31,41,6,46.0,75.0,80.0,27.0,12,True,False,0,1,False,False,True,False,40.71769860000001,-73.9927229
41117697,7.0,10.0,2014-08-14,2017-04-11,2016-02-25,10452,BRONX,Hamburgers,19 WEST  170 STREET,7,2,3,5.0,7.0,6,0.833333333333,1.16666666667,411,971,1,62.66666667,43.66666667,1,1,3.7,0,0,2,11,52,20,19.0,38.0,58.0,1.0,8,True,False,1,0,False,False,False,True,40.8405527,-73.91777459999999
41117739,11.0,12.0,2014-01-10,2016-12-20,2016-10-21,10019,MANHATTAN,American,888 8 AVENUE,9,2,1,9.0,11.0,8,1.125,1.375,60,1075,1,33.0,54.33333333,2,2,3.6,0,0,1,7,7,0,2.0,17.0,3.0,8.0,2,False,False,1,1,True,False,False,False,40.5892879262,-73.9612548188
41117947,13.0,13.0,2013-08-23,2016-07-18,2016-01-29,11429,QUEENS,Caribbean,21873 HEMPSTEAD AVENUE,10,1,2,12.0,11.0,9,1.33333333333,1.22222222222,171,1060,0,81.33333333,68.0,1,4,4.3,0,0,0,0,0,0,0.0,4.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.7107455,-73.7272312
41118090,8.0,6.0,2014-06-18,2017-04-05,2016-02-08,10019,MANHATTAN,Italian,145 WEST   53 STREET,5,1,1,7.0,5.0,4,1.75,1.25,422,1022,0,53.0,68.33333333,1,2,4.0,0,0,17,26,10,3,19.0,18.0,29.0,5.0,7,True,False,0,0,False,True,False,False,40.7629624,-73.9805339
41119140,4.0,5.0,2014-01-16,2016-08-17,2015-07-30,11369,QUEENS,Sandwiches,0 LAGUARDIA AIRPORT,5,1,1,3.0,4.0,4,0.75,1.0,384,944,0,84.66666667,63.33333333,0,1,2.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.77550135,-73.8730603793
41119200,4.0,4.0,2014-08-08,2017-02-25,2015-08-28,10470,BRONX,Caribbean,4564 WHITE PLAINS ROAD,3,2,1,2.0,3.0,2,1.0,1.5,547,932,1,56.66666667,77.66666667,1,0,4.0,0,0,0,3,17,2,5.0,21.0,6.0,6.0,0,True,False,1,0,False,False,False,True,40.9016526,-73.8514812192
41119269,15.0,9.0,2014-02-25,2016-12-15,2016-10-07,11419,QUEENS,Indian,11808 ATLANTIC AVENUE,9,1,2,14.0,7.0,8,1.75,0.875,69,1024,0,36.66666667,43.0,3,3,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.751368,-73.0275679
41121169,10.0,6.0,2013-11-23,2016-09-27,2016-03-10,10466,BRONX,Caribbean,3813 BOSTON ROAD,8,1,2,9.0,4.0,7,1.28571428571,0.5714285714289999,201,1039,0,67.0,54.0,0,2,4.0,0,0,1,0,7,3,6.0,11.0,4.0,7.0,2,True,False,0,0,False,True,False,False,40.8815977,-73.83830970000002
41122178,10.0,9.0,2014-06-10,2017-01-18,2016-12-20,11435,QUEENS,Caribbean,11307 SUTPHIN BOULEVARD,7,2,2,8.0,7.0,6,1.33333333333,1.16666666667,29,953,1,39.0,69.33333333,2,3,3.9,0,0,5,4,9,2,4.0,18.0,6.0,7.0,2,False,False,1,1,True,False,False,False,40.7002445,-73.80755119999998
41123883,7.0,11.0,2014-02-11,2016-09-20,2016-09-12,10014,MANHATTAN,Vegetarian,222 WAVERLY PLACE,6,1,1,6.0,10.0,5,1.2,2.0,8,952,0,76.33333333,84.33333333,2,2,4.5,0,0,2,29,15,1,50.0,44.0,42.0,37.0,10,True,False,0,1,False,False,True,False,40.7359753,-74.0019192
41124322,14.0,11.0,2014-12-02,2017-01-19,2016-10-13,11211,BROOKLYN,Tex-Mex,318 GRAND STREET,7,1,2,13.0,9.0,6,2.16666666667,1.5,98,779,0,41.3333333333,79.3333333333,4,4,3.9,0,0,3,10,20,5,42.0,28.0,34.0,70.0,9,True,True,0,1,False,False,True,False,40.7125786,-73.9567394
41125652,11.0,8.0,2014-03-03,2016-06-07,2015-10-05,10019,MANHATTAN,Korean,350 WEST   50 STREET,6,2,2,9.0,6.0,5,1.8,1.2,246,827,1,72.33333333,68.0,2,4,3.9,0,0,21,34,176,18,61.0,68.0,166.0,35.0,16,True,True,1,1,True,False,False,False,40.7628948,-73.9880747
41125662,1.0,4.0,2014-03-14,2016-04-14,2015-02-26,10023,MANHATTAN,Sandwiches,60 WEST   65 STREET,3,1,1,0.0,3.0,2,0.0,1.5,413,762,0,51.33333333,48.33333333,0,0,3.8,0,0,7,23,2,2,5.0,8.0,10.0,7.0,7,False,False,0,0,False,True,False,False,40.7726479,-73.9815996
41125700,19.0,11.0,2014-03-27,2017-03-01,2017-01-14,11369,QUEENS,Peruvian,9115 31 AVENUE,11,2,2,17.0,9.0,10,1.7,0.9,46,1070,1,53.0,59.66666667,2,7,4.3,0,0,0,1,5,0,6.0,17.0,7.0,7.0,4,True,False,1,1,True,False,False,False,40.7603734,-73.87706419999998
41126655,6.0,8.0,2014-10-23,2016-11-15,2016-05-25,11205,BROOKLYN,Middle Eastern,472 MYRTLE AVENUE,6,1,1,5.0,7.0,5,1.0,1.4,174,754,0,52.66666667,57.66666667,1,1,3.5,0,0,3,9,22,5,27.0,26.0,20.0,30.0,8,True,False,0,0,False,True,False,False,40.6932307,-73.9663895019
41127209,3.0,2.0,2015-03-07,2017-03-22,2016-02-29,11211,BROOKLYN,Italian,204 GRAND STREET,3,1,1,2.0,1.0,2,1.0,0.5,387,746,0,44.66666667,39.33333333,1,0,4.5,0,0,7,22,19,5,62.0,34.0,30.0,61.0,6,True,False,0,1,False,False,True,False,40.71393515,-73.96042740000001
41127647,33.0,19.0,2014-06-11,2017-03-29,2016-10-31,11217,BROOKLYN,Tex-Mex,307311 FLATBUSH AVENUE,15,3,1,30.0,18.0,14,2.14285714286,1.28571428571,149,1022,1,48.0,81.0,0,10,3.9,0,0,1,1,20,1,5.0,34.0,45.0,4.0,2,True,False,1,1,True,False,False,False,40.6295097,-73.94414609999998
41127786,9.0,7.0,2013-08-17,2016-04-14,2016-01-10,10467,BRONX,Mexican,2712 WHITE PLAINS ROAD,7,1,1,8.0,6.0,6,1.33333333333,1.0,95,971,0,51.33333333,51.66666667,2,2,3.7,0,0,3,10,71,12,59.0,18.0,41.0,4.0,11,True,False,0,1,False,False,True,False,40.8658985,-73.86713879999998
41129035,24.0,20.0,2014-05-01,2017-03-28,2016-08-30,10461,BRONX,Spanish,3168 EAST TREMONT AVENUE,14,2,2,22.0,18.0,13,1.69230769231,1.3846153846200002,210,1062,1,43.66666667,85.0,1,7,4.0,0,0,1,0,4,0,4.0,16.0,6.0,5.0,3,True,False,1,1,True,False,False,False,40.83708060000001,-73.83449545
41129116,4.0,2.0,2014-04-29,2016-03-16,2014-12-17,10314,STATEN ISLAND,Donuts,77 RICHMOND HILL ROAD,4,1,1,3.0,1.0,3,1.0,0.333333333333,455,687,0,49.33333333,80.0,1,1,2.4,0,0,0,0,0,0,2.0,1.0,0.0,1.0,0,False,False,0,0,False,True,False,False,40.5732873673,-74.14723995920002
41129375,9.0,2.0,2013-08-27,2016-05-03,2015-04-27,10012,MANHATTAN,Japanese,273 MOTT STREET,5,2,1,7.0,1.0,4,1.75,0.25,372,980,1,52.0,88.66666667,2,3,3.6,0,0,15,36,24,8,17.0,50.0,30.0,44.0,19,True,True,1,1,True,False,False,False,40.72388505,-73.9947268026
41129965,17.0,9.0,2013-12-09,2016-11-28,2016-09-27,10017,MANHATTAN,American,762764 3 AVENUE,9,1,1,16.0,8.0,8,2.0,1.0,62,1085,0,45.0,59.66666667,3,5,3.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,1,False,False,True,False,40.600409,-74.14494090000002
41129994,10.0,16.0,2014-05-22,2016-10-13,2016-04-26,11215,BROOKLYN,American,270 3 AVENUE,8,1,3,9.0,13.0,7,1.28571428571,1.85714285714,170,875,0,64.0,79.0,1,2,4.2,0,0,2,6,7,6,2.0,23.0,4.0,8.0,3,False,False,0,0,False,True,False,False,40.5879826077,-73.9730995912
41131819,15.0,11.0,2014-01-07,2016-10-25,2016-08-16,10014,MANHATTAN,Italian,10 LITTLE WEST   12 STREET,7,2,1,13.0,10.0,6,2.16666666667,1.66666666667,70,1022,1,52.0,53.3333333333,3,3,3.7,0,0,8,19,11,6,109.0,19.0,59.0,15.0,8,True,True,1,1,True,False,False,False,40.7396486,-74.00689129999998
41132647,30.0,15.0,2014-03-24,2017-01-23,2017-01-03,10018,MANHATTAN,Indian,66 WEST   39 STREET,12,1,1,29.0,14.0,11,2.63636363636,1.27272727273,20,1036,0,43.66666667,88.66666667,3,8,2.3,0,0,23,45,0,0,33.0,30.0,2.0,1.0,6,True,False,0,1,False,False,True,False,40.7526251,-73.9852003
41133245,13.0,11.0,2014-06-21,2017-02-08,2016-12-06,10012,MANHATTAN,American,77 WEST HOUSTON STREET,7,1,1,12.0,10.0,6,2.0,1.66666666667,64,963,0,46.0,72.66666667,4,3,4.3,0,0,19,27,11,5,81.0,41.0,9.0,27.0,14,True,True,0,1,False,False,True,False,40.7271674231,-74.0001899423
41135075,14.0,8.0,2014-05-14,2017-03-09,2016-08-24,11235,BROOKLYN,American,1715 SHEEPSHEAD BAY RD,10,1,1,13.0,7.0,9,1.44444444444,0.777777777778,197,1030,0,52.66666667,53.0,1,3,4.4,0,0,9,7,8,2,11.0,28.0,3.0,9.0,2,True,False,0,1,False,False,True,False,40.5855704,-73.9513400699
41135835,17.0,15.0,2014-06-13,2017-02-26,2016-12-11,11213,BROOKLYN,American,137 SCHENECTADY AVENUE,8,4,4,13.0,11.0,7,1.85714285714,1.57142857143,77,989,1,52.33333333,69.0,3,4,4.2,0,0,1,4,22,7,24.0,16.0,16.0,35.0,4,True,False,1,1,True,False,False,False,40.67441055,-73.93307333189999
41136253,24.0,12.0,2013-11-13,2016-05-28,2015-09-03,11428,QUEENS,Spanish,21261 JAMAICA AVENUE,11,2,2,22.0,10.0,10,2.2,1.0,268,927,1,71.66666667,69.0,1,6,3.8,0,0,0,0,0,0,1.0,4.0,0.0,3.0,0,False,False,1,1,True,False,False,False,40.723242,-73.7280407
41138977,9.0,7.0,2013-10-04,2016-09-23,2015-08-19,10065,MANHATTAN,American,2 EAST   61 STREET,6,1,2,8.0,5.0,5,1.6,1.0,401,1085,0,76.0,53.66666667,2,2,3.5,0,0,9,7,2,0,14.0,7.0,14.0,1.0,11,True,True,0,1,False,False,True,False,40.7651281,-73.97203979999998
41138983,15.0,8.0,2014-07-29,2017-01-24,2016-09-14,10065,MANHATTAN,American,2 EAST   61 STREET,8,1,1,14.0,7.0,7,2.0,1.0,132,910,0,41.0,89.66666667,2,4,4.6,0,0,9,7,2,0,14.0,7.0,14.0,1.0,11,True,True,0,1,False,False,True,False,40.7651281,-73.97203979999998
